"Sample","ENSBTAG00000020556-ENSBTAG00000018517","ENSBTAG00000010123-ENSBTAG00000018517","ENSBTAG00000000283-ENSBTAG00000012771","ENSBTAG00000008300-ENSBTAG00000011741","ENSBTAG00000009357-ENSBTAG00000012771","ENSBTAG00000000016-ENSBTAG00000016455","ENSBTAG00000020645-ENSBTAG00000011628","ENSBTAG00000020645-ENSBTAG00000021527","ENSBTAG00000014113-ENSBTAG00000019428","ENSBTAG00000008300-ENSBTAG00000033669","ENSBTAG00000008300-ENSBTAG00000015910","ENSBTAG00000001764-ENSBTAG00000021190","ENSBTAG00000000073-ENSBTAG00000014611","ENSBTAG00000007737-ENSBTAG00000011628","ENSBTAG00000008300-ENSBTAG00000001462","ENSBTAG00000019665-ENSBTAG00000005273","ENSBTAG00000020645-ENSBTAG00000011461","ENSBTAG00000003658-ENSBTAG00000018517","ENSBTAG00000006354-ENSBTAG00000017060","ENSBTAG00000025257-ENSBTAG00000019428"
"Zo_IVT_NP_15.NP_Jap_3",53.7476156243225,52.6892679931938,57.3195652485147,98.3138510111285,58.8941810400135,89.155715924676,72.4467046047398,66.3861387653273,30.9588119279783,84.3814989826514,163.292061515,59.9772543710408,95.8819057827057,76.6681976008512,52.378444718724,91.7768543611366,60.1312797687053,49.5563326132926,59.7709045010564,29.3560038235045
"Zo_IVT_NP_21.NP_Jap_3",53.7476156243225,52.6892679931938,57.3195652485147,98.8383817433214,58.8941810400135,89.155715924676,72.4943822519411,66.4298279147562,30.9588119279783,84.8316968844698,164.16326840708,59.9772543710408,98.3075042159597,74.4814533270653,52.6578977528273,89.7341304176333,60.1708525547722,49.5563326132926,59.7709045010564,29.3560038235045
"Zo_IVT_NP_28.NP_Jap_3",53.7476156243225,52.6892679931938,57.3195652485147,100.968574774107,58.8941810400135,89.155715924676,71.5368162762168,65.5523676066827,30.9588119279783,86.6600138429803,167.70136205151,59.9772543710408,94.2383169460553,76.7050092932457,53.792795803872,88.8191738585825,59.3760659886003,49.5563326132926,59.7709045010564,29.3560038235045
"SW_IVT_NP_1.NP_Jap_3",51.7720418703825,53.2713548047547,54.8778889752635,97.509690747686,42.4346087538741,88.8842388582167,68.6913852224552,62.9449725317404,32.8014279768532,83.6912986929294,161.956410578175,53.8242334441454,94.5924876614228,72.6890970978391,51.9500141011608,86.855290578957,57.0143379888272,50.4623672531672,48.0329445388736,31.9251438635016
"Zo_IVT_PR_2.PR_Sim_2",54.8731934111882,53.7926819580826,58.1293567483974,92.4186871271901,59.7262181811185,94.4213586415408,51.0811886049331,48.5950116078227,35.6317628101104,79.5140379999344,158.95866236474,66.8725077938762,77.0364446118304,67.0860949615962,51.988613076727,50.7646239857504,41.0859478813313,50.5941369240537,59.6172813010097,33.7870254105747
"Zo_IVT_PR_3.PR_Sim_2",54.8731934111882,53.7926819580826,58.1293567483974,92.2277607392787,59.7262181811185,94.4213586415408,51.0811886049331,48.5950116078227,35.6317628101104,79.3497711342659,158.630272033997,66.8725077938762,91.4291243195199,72.241576718767,51.8812105760444,50.7646239857504,41.0859478813313,50.5941369240537,59.6172813010097,33.7870254105747
"Zo_IVT_PR_7.PR_Sim_2",61.0981297768923,60.5291355247566,68.8818871756296,89.1703261728137,69.6834637166441,96.2693471329955,53.2038991246438,50.6144074982195,42.2180449049082,76.7192536939388,153.371533524932,69.4111162651411,78.5453197574583,71.8639586200964,50.1613010250182,56.5539400994888,42.7932999645905,57.5120499467055,62.8524312389156,41.3066542607337
"SW_IVT_PR_2.PR_Sim_2",62.5520351118077,62.5669905936722,69.6332552338591,89.6852171649231,74.35992474961,98.0611653614341,64.7439306107319,61.5927731027922,41.6079455644436,77.1622491874375,154.257137788675,74.1832882716538,89.7522846430793,68.5779032119605,50.4509444878022,78.0011468061111,52.0752517972569,49.3561804059729,67.0425724466513,32.4470569572316
"SW_IVT_PR_4.PR_Sim_2",56.6814283774159,59.6540887325547,58.8629356065251,89.0098296735979,66.5245203852095,96.134867464967,65.520860230985,62.3318887135636,41.9554921552068,76.5811677165872,153.095482115606,74.7316031092998,88.8168562039644,69.0718420397868,50.0710163579528,78.6865873951625,52.7001567917757,50.1537654306599,68.7316298279688,42.3788035427203
"Zo_IVT_NP_6.NP_Sim2_1",52.7411869058004,51.7026569249577,54.4719556119118,100.087831498417,55.9683452151558,88.4110361717743,68.001146596503,63.2502283783518,35.1993297063736,82.9804305778021,157.637248953614,54.2120870851979,95.3876954090155,72.7984124299784,51.5643530637432,85.0838311775182,57.5047640766229,48.6283860291081,66.5824931466844,33.3769803521196
"Zo_IVT_NP_15.NP_Sim2_1",52.7411869058004,51.7026569249577,54.4719556119118,102.237633004693,55.9683452151558,88.4110361717743,70.0672283130399,65.1719627454899,35.1993297063736,84.7627796603715,161.023163007022,54.2120870851979,94.2230412593595,74.1500684531708,52.6719115174232,85.9570798905384,59.251933758591,48.6283860291081,66.5824931466844,33.3769803521196
"Zo_IVT_NP_21.NP_Sim2_1",52.7411869058004,51.7026569249577,54.4719556119118,102.783098164953,55.9683452151558,88.4110361717743,70.1133400114271,65.2148528377881,35.1993297063736,85.2150117967459,161.882264717752,54.2120870851979,96.6066741188594,72.035146716847,52.9529302755136,84.0438896158412,59.2909278413329,48.6283860291081,66.5824931466844,33.3769803521196
"Zo_IVT_NP_28.NP_Sim2_1",52.7411869058004,51.7026569249577,54.4719556119118,104.998308850638,55.9683452151558,88.4110361717743,69.1872248180318,64.3534409290376,35.1993297063736,87.0515900677174,165.371197519234,54.2120870851979,92.6078883532409,74.1856710836792,54.0941869517462,83.1869524873008,58.5077640511695,48.6283860291081,66.5824931466844,33.3769803521196
"SW_IVT_NP_1.NP_Sim2_1",50.8026059400692,52.2738441109812,52.1515806928323,101.401378081859,40.3264769093791,88.1418266377179,66.4352505442442,61.7937340708393,37.2943341909607,84.0694606771279,159.706070574447,48.6505102870617,92.9559315179498,70.301659544219,52.2410804818545,81.3476034146228,56.1805734186629,49.517455092539,53.506856342087,36.2980229147374
"Zo_IVT_PR_2.PR_Sim2_1",55.4512938771433,54.3593990119256,58.0796109163057,90.407353505529,59.6751057899396,93.1293083607833,48.5466712712381,47.8608071188352,44.949418911703,78.6736956018075,158.458701359588,64.2313019941941,78.2650384344144,63.7574552965111,50.8919431174683,52.9047308544904,43.1327341347609,51.1271566430122,66.7431444346177,42.6222852642403
"Zo_IVT_PR_3.PR_Sim2_1",55.4512938771433,54.3593990119256,58.0796109163057,90.2205823017606,59.6751057899396,93.1293083607833,48.5466712712381,47.8608071188352,44.949418911703,78.5111647869711,158.131343890832,64.2313019941941,92.887255700183,68.6571352950705,50.7868062109048,52.9047308544904,43.1327341347609,51.1271566430122,66.7431444346177,42.6222852642403
"Zo_IVT_PR_7.PR_Sim2_1",61.7418112376801,61.1668225131648,68.8229395631792,87.2296875350993,69.6238301325222,94.9520092045747,50.5640583489233,49.8496926856676,53.2580045555688,75.9084479135592,152.889145305743,66.669645234819,79.7979774460775,68.2982536362271,49.1031771648897,58.9381097467457,44.9251416920686,58.1179513132085,70.3649815070446,52.1082865336025
"SW_IVT_PR_2.PR_Sim2_1",63.2110337666446,63.2261468076103,69.5736646170585,87.7333728111775,74.2962891524202,96.7193084123337,61.5315031229228,60.6621901271936,52.4883650915196,76.3467616187256,153.771964143443,71.2533348769566,91.1836734231679,65.1752438544532,49.3867107650378,81.2894759011167,54.6694942333901,49.8761579964267,75.055956904217,40.931916935882
"SW_IVT_PR_4.PR_Sim2_1",57.2785789735266,60.2825569216393,58.8125619936916,87.0726839658857,66.4675901556977,94.8193697398151,62.2698834916144,61.3901387070012,52.9267946293116,75.7718212948854,152.613962140638,71.7799933960792,90.23332656969,65.6446747067389,49.0147970010663,82.0038129144409,55.3255302354295,50.6821457446614,76.946901917131,53.4608013521572
