"Seed","Gene","Accuracy"
64,"ENSBTAG00000011104-ENSBTAG00000018300",0.75
64,"ENSBTAG00000025644-ENSBTAG00000014773",0.75
64,"ENSBTAG00000020661-ENSBTAG00000017851",0.75
64,"ENSBTAG00000005359-ENSBTAG00000008997",0.75
64,"ENSBTAG00000000016-ENSBTAG00000024928",0.75
64,"ENSBTAG00000006276-ENSBTAG00000047138",0.75
64,"ENSBTAG00000007273-ENSBTAG00000012314",0.75
64,"ENSBTAG00000009212-ENSBTAG00000012314",0.75
64,"ENSBTAG00000018255-ENSBTAG00000015127",0.75
64,"ENSBTAG00000005339-ENSBTAG00000003166",0.75
64,"ENSBTAG00000007737-ENSBTAG00000018035",0.75
64,"ENSBTAG00000004924-ENSBTAG00000039292",0.75
64,"ENSBTAG00000019993-ENSBTAG00000039292",0.75
64,"ENSBTAG00000020221-ENSBTAG00000005092",0.75
64,"ENSBTAG00000021302-ENSBTAG00000019289",0.75
28,"ENSBTAG00000005691-ENSBTAG00000019866",0.7812
28,"ENSBTAG00000021105-ENSBTAG00000014031",0.7812
28,"ENSBTAG00000019964-ENSBTAG00000003166",0.7812
28,"ENSBTAG00000025471-ENSBTAG00000006378",0.7812
28,"ENSBTAG00000011757-ENSBTAG00000007909",0.7812
28,"ENSBTAG00000032436-ENSBTAG00000006378",0.7812
28,"ENSBTAG00000038735-ENSBTAG00000017489",0.7812
28,"ENSBTAG00000000575-ENSBTAG00000013745",0.7812
28,"ENSBTAG00000039355-ENSBTAG00000011515",0.7812
28,"ENSBTAG00000020457-ENSBTAG00000013843",0.7812
28,"ENSBTAG00000015150-ENSBTAG00000016933",0.7812
28,"ENSBTAG00000007338-ENSBTAG00000004917",0.7812
28,"ENSBTAG00000022635-ENSBTAG00000018169",0.7812
28,"ENSBTAG00000024394-ENSBTAG00000019866",0.7812
28,"ENSBTAG00000013472-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000020221-ENSBTAG00000006835",0.7812
28,"ENSBTAG00000000575-ENSBTAG00000015910",0.7812
28,"ENSBTAG00000001292-ENSBTAG00000032007",0.7812
28,"ENSBTAG00000017745-ENSBTAG00000016933",0.7812
28,"ENSBTAG00000025644-ENSBTAG00000011628",0.7812
28,"ENSBTAG00000032436-ENSBTAG00000010444",0.7812
28,"ENSBTAG00000010303-ENSBTAG00000020892",0.7812
28,"ENSBTAG00000037899-ENSBTAG00000007909",0.7812
28,"ENSBTAG00000021048-ENSBTAG00000017489",0.7812
28,"ENSBTAG00000007897-ENSBTAG00000020704",0.7812
28,"ENSBTAG00000021048-ENSBTAG00000020704",0.7812
28,"ENSBTAG00000000575-ENSBTAG00000015127",0.7812
28,"ENSBTAG00000005947-ENSBTAG00000015739",0.7812
28,"ENSBTAG00000007737-ENSBTAG00000006378",0.7812
28,"ENSBTAG00000002006-ENSBTAG00000003585",0.7812
28,"ENSBTAG00000012817-ENSBTAG00000005397",0.7812
28,"ENSBTAG00000038221-ENSBTAG00000006359",0.7812
28,"ENSBTAG00000001601-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000000575-ENSBTAG00000020679",0.7812
28,"ENSBTAG00000014906-ENSBTAG00000011515",0.7812
28,"ENSBTAG00000023907-ENSBTAG00000020644",0.7812
28,"ENSBTAG00000017866-ENSBTAG00000014031",0.7812
28,"ENSBTAG00000018773-ENSBTAG00000019866",0.7812
28,"ENSBTAG00000010361-ENSBTAG00000007909",0.7812
28,"ENSBTAG00000012849-ENSBTAG00000003585",0.7812
28,"ENSBTAG00000019964-ENSBTAG00000001694",0.7812
28,"ENSBTAG00000014583-ENSBTAG00000012100",0.7812
28,"ENSBTAG00000010452-ENSBTAG00000011515",0.7812
28,"ENSBTAG00000012444-ENSBTAG00000015127",0.7812
28,"ENSBTAG00000005077-ENSBTAG00000015127",0.7812
28,"ENSBTAG00000011585-ENSBTAG00000015046",0.7812
28,"ENSBTAG00000005691-ENSBTAG00000011154",0.7812
28,"ENSBTAG00000013898-ENSBTAG00000047704",0.7812
28,"ENSBTAG00000000575-ENSBTAG00000012897",0.7812
28,"ENSBTAG00000005339-ENSBTAG00000003166",0.7812
28,"ENSBTAG00000020638-ENSBTAG00000000782",0.7812
28,"ENSBTAG00000021048-ENSBTAG00000008483",0.7812
28,"ENSBTAG00000017246-ENSBTAG00000007909",0.7812
28,"ENSBTAG00000002317-ENSBTAG00000011154",0.7812
28,"ENSBTAG00000014737-ENSBTAG00000037649",0.7812
28,"ENSBTAG00000025644-ENSBTAG00000020661",0.7812
28,"ENSBTAG00000014906-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000021697-ENSBTAG00000002804",0.7812
28,"ENSBTAG00000001492-ENSBTAG00000007213",0.7812
28,"ENSBTAG00000006655-ENSBTAG00000008218",0.7812
28,"ENSBTAG00000010562-ENSBTAG00000011515",0.7812
28,"ENSBTAG00000013103-ENSBTAG00000019929",0.7812
28,"ENSBTAG00000046421-ENSBTAG00000007213",0.7812
28,"ENSBTAG00000005339-ENSBTAG00000007213",0.7812
28,"ENSBTAG00000015362-ENSBTAG00000008997",0.7812
28,"ENSBTAG00000001292-ENSBTAG00000034385",0.7812
28,"ENSBTAG00000006045-ENSBTAG00000011944",0.7812
28,"ENSBTAG00000015089-ENSBTAG00000023144",0.7812
28,"ENSBTAG00000014737-ENSBTAG00000000782",0.7812
28,"ENSBTAG00000047567-ENSBTAG00000019866",0.7812
28,"ENSBTAG00000003837-ENSBTAG00000002606",0.7812
28,"ENSBTAG00000008300-ENSBTAG00000017489",0.7812
28,"ENSBTAG00000008300-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000014113-ENSBTAG00000001338",0.7812
28,"ENSBTAG00000021499-ENSBTAG00000008849",0.7812
28,"ENSBTAG00000026236-ENSBTAG00000019929",0.7812
28,"ENSBTAG00000014113-ENSBTAG00000014162",0.7812
28,"ENSBTAG00000007148-ENSBTAG00000020199",0.7812
28,"ENSBTAG00000011580-ENSBTAG00000046199",0.7812
28,"ENSBTAG00000021457-ENSBTAG00000023147",0.7812
28,"ENSBTAG00000017745-ENSBTAG00000015361",0.7812
28,"ENSBTAG00000014583-ENSBTAG00000020667",0.7812
28,"ENSBTAG00000010303-ENSBTAG00000007626",0.7812
28,"ENSBTAG00000006276-ENSBTAG00000047138",0.7812
28,"ENSBTAG00000001941-ENSBTAG00000023144",0.7812
28,"ENSBTAG00000011851-ENSBTAG00000004917",0.7812
28,"ENSBTAG00000013103-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000001764-ENSBTAG00000021190",0.7812
28,"ENSBTAG00000017473-ENSBTAG00000018169",0.7812
28,"ENSBTAG00000012004-ENSBTAG00000013843",0.7812
28,"ENSBTAG00000011757-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000005339-ENSBTAG00000001694",0.7812
28,"ENSBTAG00000010138-ENSBTAG00000019866",0.7812
28,"ENSBTAG00000034077-ENSBTAG00000003848",0.7812
28,"ENSBTAG00000025644-ENSBTAG00000011425",0.7812
28,"ENSBTAG00000007737-ENSBTAG00000010444",0.7812
28,"ENSBTAG00000006655-ENSBTAG00000003255",0.7812
28,"ENSBTAG00000005691-ENSBTAG00000010543",0.7812
28,"ENSBTAG00000012413-ENSBTAG00000014064",0.7812
28,"ENSBTAG00000000130-ENSBTAG00000004211",0.7812
28,"ENSBTAG00000034077-ENSBTAG00000017846",0.7812
28,"ENSBTAG00000020645-ENSBTAG00000010860",0.7812
28,"ENSBTAG00000017664-ENSBTAG00000011578",0.7812
28,"ENSBTAG00000031998-ENSBTAG00000015708",0.7812
28,"ENSBTAG00000000442-ENSBTAG00000007348",0.7812
28,"ENSBTAG00000025644-ENSBTAG00000011515",0.7812
28,"ENSBTAG00000005947-ENSBTAG00000018517",0.7812
28,"ENSBTAG00000012817-ENSBTAG00000007909",0.7812
28,"ENSBTAG00000011412-ENSBTAG00000019929",0.7812
28,"ENSBTAG00000021105-ENSBTAG00000005273",0.7812
28,"ENSBTAG00000025644-ENSBTAG00000012100",0.7812
28,"ENSBTAG00000005111-ENSBTAG00000002081",0.7812
