	nonPR_Hols_1	nonPR_Hols_2	nonPR_Hols_3	nonPR_Hols_4	nonPR_Hols_5	nonPR_Hols_6	nonPR_Hols_7	nonPR_Hols_8	nonPR_Hols_9	nonPR_Hols_10	nonPR_Hols_11	PR_Hols_1	PR_Hols_2	PR_Hols_3	PR_Hols_4	PR_Hols_5	PR_Hols_6	PR_Hols_7	PR_Hols_8	PR_Jap_1	PR_Jap_2	PR_Jap_3	PR_Jap_4	PR_Jap_5	PR_Jap_6	nonPR_Jap_1	nonPR_Jap_2	nonPR_Jap_3	nonPR_Jap_4	nonPR_Jap_5	nonPR_Sim_1	nonPR_Sim_2	nonPR_Sim_3	PR_Sim_1	PR_Sim_2	PR_Sim_3	PR_Cont_1	PR_Cont_2	PR_Cont_3	PR_Cont_4	PR_Cont_5	PR_Cont_6	nonPR_Cont_1	nonPR_Cont_2	nonPR_Cont_3	nonPR_Cont_4	nonPR_Cont_5	nonPR_Cont_6	nonPR_Sim2_1	nonPR_Sim2_2	nonPR_Sim2_3	PR_Sim2_1	PR_Sim2_2	PR_Sim2_3	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
nonPR_Sim_1	63105.8994371996	63442.0442016123	63907.8272987582	64788.6441367777	64069.5707137373	63787.5280165606	63329.3635316311	63420.1390841372	63177.7285734574	63747.5845869053	61991.2788249361	65129.0160214834	65442.9828437223	63699.345358552	63392.3161202242	63450.6016918382	63879.4934430951	63851.826666468	64440.399197638	64899.2470123389	64678.1284453854	64792.8718480393	64772.6797248248	64973.4991213645	64138.9825181507	64033.4065520535	64212.3107835728	64225.4138949795	64846.5309140474	63577.1511185406	60199.4953502121	60517.4347170555	60906.06942632	60110.4552577065	60239.7226401047	60568.0869716543	59885.0477645912	60218.5339541874	60717.5543379953	61718.9159045184	61067.1248539765	60212.3823362142	60022.271070586	60645.7303852791	60365.8997452312	59941.9720802545	61190.202401393	59371.1453351528	59984.104612619	59684.5964450544	61160.4864144923	61362.1726553254	61304.4777805647	59299.110926949	52593.6660547345	52787.162175299	50136.8863911763	50433.9808662819	54672.0524040363	50347.7629694928	51721.633057839	57399.8816332962	49828.4035000982	53049.3818022595	56485.8023529393	54112.3136921736	55652.9458728763	57725.9800426706	55902.6488850872	53836.9316852716	59287.6063640141	60430.9637636077	61096.2908284099	58933.8714184198	55163.969294505	56828.6154703255	54442.9674416215	53312.6022086468	54619.0643775459	54626.5605153463	55363.364189692
nonPR_Sim_2	63582.6281009568	63933.863308161	64379.8998502469	65264.0991995155	64553.5612718284	64261.3456291646	63798.4051743545	63889.1764820642	63644.693050417	64220.2057309401	62455.1455595553	65618.6310943047	65928.2942294597	64179.4548128896	63857.2776440962	63926.3304853432	64362.1011529599	64325.4455770157	64911.5098229014	65375.7872257353	65158.4972931293	65264.8159541512	65242.4563860568	65461.8202783157	64593.0740543868	64505.3264473067	64685.1622862199	64702.8148393709	65329.3085599544	64038.0838102869	60563.5469511687	60890.8004576772	61269.0570148199	60494.0597731914	60629.8550093663	60942.2078883023	60274.1446213925	60591.8747361487	61102.4363466404	62102.0435802081	61448.1383092834	60586.2166053997	60391.4962276168	61036.8119501247	60730.094514085	60321.4278832991	61562.0695992994	59736.7961628252	60353.0352357657	60069.8079459037	61532.7705511629	61752.402593459	61670.3499914298	59668.5826675061	53109.5732968433	53217.5804501209	50629.7990294364	50894.7963026305	55113.0192264472	50837.4631066848	52250.5343525353	57854.8993592135	50296.8940896914	53511.9077869327	56976.8148639722	54514.2694530359	56145.3325377601	58179.3322708543	56328.6929743806	54335.352903522	59753.0010048256	60931.8400987555	61619.7771473832	59421.6933821231	55633.095246525	57319.2040358977	54934.2542869997	53800.7601583579	55100.7828864428	55115.8887320893	55819.9819087537
nonPR_Sim_3	63372.9308228837	63700.7605094739	64181.8564741151	65060.0525783668	64328.8281411191	64063.919873682	63606.9494319389	63690.9540346133	63449.9741746981	64025.7272742807	62254.3721399032	65410.8248022255	65730.9515933542	63976.4963896759	63672.0829395592	63728.5641483504	64158.1514211125	64135.3771960797	64721.3511420337	65197.6704275918	64963.0165946545	65084.5473668729	65057.4664514516	65256.526533331	64415.6838436382	64303.5296085118	64478.640329611	64497.2855254083	65136.4284443265	63836.2171203491	60488.9964344802	60805.3679942078	61199.6852626282	60398.0444960861	60531.2441578907	60858.1727344333	60168.1016449616	60508.8070594955	61008.2974579185	62014.6010315556	61368.1164559922	60501.3416331631	60303.9722594053	60943.3657456038	60652.6690040005	60225.1322117291	61483.1957342952	59653.2165722086	60272.5588205794	59976.2205425878	61458.1830394594	61652.3249763732	61594.7313443061	59576.9800605615	52822.8404188045	53074.8851565109	50362.7172686533	50658.2849875636	54870.7303134484	50549.695390798	51923.8203954212	57632.8895903924	50014.5972052367	53267.1268244373	56673.7105840868	54343.8017704063	55889.4910357859	57987.481526612	56186.7705333981	54055.1779482251	59610.9431430793	60714.8772466891	61362.7543859388	59216.6398849191	55418.3920675772	57089.8318481913	54676.4947602781	53537.135070994	54845.4970253448	54835.0946153764	55571.2366295521
PR_Sim_1	61818.6772389866	62157.6337095448	62602.5652027393	63470.0455560596	62758.8950921768	62480.1931717817	62032.7350211751	62108.6664226504	61888.2815974534	62439.5845977535	60708.0145375517	63798.5010295192	64092.989644836	62403.4744407506	62090.5804573669	62159.5176022873	62596.9941504427	62542.0937403899	63122.1291270029	63577.77707055	63366.4526463119	63484.754677839	63437.9119696376	63674.04212132	62812.362102373	62736.7617518864	62920.9275468473	62940.6070938429	63539.0193247427	62290.0420848592	58909.2479475991	59214.8550597854	59589.2602650691	58823.9483740289	58954.9340992683	59269.7494615757	58622.6253091879	58933.2562089564	59434.6860537908	60394.694288586	59770.7426218814	58916.0435000452	58741.6990729067	59366.5622801658	59060.2821503749	58663.7223124817	59875.1027664418	58093.8549677524	58692.9060075985	58415.1572487256	59846.489673876	60037.7171607942	59985.3305575986	58039.8250189372	51553.7728561505	51721.587883313	49160.9157358101	49436.0114055272	53582.6711951462	49430.7032078189	50754.2035301997	56228.3568248368	48906.9926203764	51994.1085927783	55353.7584348293	53004.0318996414	54584.0777503382	56594.1888752281	54760.9967527168	52792.5225112675	58106.2231590231	59181.879241331	59875.6302860037	57759.5952277377	54034.3816756213	55661.6205970023	53338.099077581	52259.7184889422	53583.2293447101	53546.4785593056	54230.2979112055
PR_Sim_2	62174.1843591311	62507.4289428703	62966.1280924485	63826.4933229099	63125.247811232	62827.4576123684	62386.6102817919	62461.5338009823	62233.4247767004	62801.1696863076	61061.2639439994	64170.8423870414	64450.8201407966	62759.3972695404	62437.059605708	62519.1717529336	62951.8716334159	62891.1972237889	63470.139598665	63894.3960136476	63688.8899417807	63809.8774602793	63756.4949388713	64001.692285263	63142.9893951497	63067.4649490704	63247.5774000361	63266.3108312485	63867.8299102046	62607.6605968702	59241.7110477537	59551.7266524345	59930.5082051487	59160.866731122	59292.0930778222	59607.8562353773	58971.8925298761	59265.0028105447	59772.2044615724	60722.0011780098	60111.3036652386	59242.8001463427	59074.3542722687	59710.0502709799	59390.1997870757	59002.4023052297	60205.6666611195	58418.097614164	59031.3691013311	58743.7630493126	60180.3079564419	60384.5646380145	60333.7142623957	58372.8218720112	51913.2911769747	52125.5216137125	49543.9919574835	49827.5395808288	53993.4684478754	49835.2963730767	51151.16620193	56547.8400556223	49268.6914219939	52348.0156093108	55741.4720587193	53348.6328512272	54945.9522532322	56937.4329867252	55098.6428262648	53174.3991172551	58446.803669162	59575.5524896749	60253.3287447387	58100.6215793859	54386.8893883678	56080.9714082921	53721.6370356238	52656.9742521176	53940.8558171818	53958.6909678823	54639.8323818156
PR_Sim_3	62779.7759165797	63121.2321209916	63579.2339451191	64457.6213291594	63746.2566051794	63453.1926332067	62998.2392241039	63087.9603732653	62847.7422897322	63419.6468170011	61652.9312735622	64809.5715836688	65102.2482080671	63375.7784041299	63071.7284404134	63136.0404751484	63571.9506838276	63523.3964357668	64109.0766116868	64552.3679526999	64338.8282153864	64453.7422569509	64408.1546867794	64644.8650858224	63783.5240745087	63690.5971764785	63881.9213765811	63898.3628089366	64511.1118218488	63240.0188968888	59830.0778788515	60138.7932343526	60535.8868353291	59741.0253311922	59866.8869284902	60195.0417126814	59534.5048872214	59845.3273083041	60354.1281903162	61332.5072383103	60702.6788499455	59835.9081655037	59651.8764045374	60291.0980001523	59978.9691214716	59579.7861767147	60805.6204485951	58999.0705928949	59614.847292111	59322.2904503758	60783.1351172549	60978.0232807139	60926.5464587593	58944.2134844378	52373.4594579513	52569.6878910134	49924.3465318355	50233.7992069369	54438.0811615255	50217.8721000736	51554.9529872402	57066.5048220296	49657.0266565017	52787.6630419851	56207.1105957199	53857.7268447825	55427.9523185144	57423.1036939685	55615.1491259696	53597.6142986585	59015.0398454792	60137.5284561875	60829.4664127964	58619.834499011	54888.9724892844	56600.1295907816	54202.0071294534	53079.4393044675	54400.5099237337	54393.2912119051	55095.4147370627
PR_Cont_1	61880.0972020816	62206.0812550622	62656.9300130393	63496.3664208438	62798.4756217233	62518.4424054077	62072.888254158	62156.1359179732	61930.8774674465	62485.993390617	60761.6093578314	63839.201646325	64130.9669995055	62445.3247413306	62117.6118509443	62200.7981026201	62625.2697408929	62572.8771289618	63159.7685807326	63621.6982296127	63395.6413132406	63517.7495587581	63476.8953871653	63703.6916850888	62867.8620115787	62777.2530543693	62945.6349025692	62971.6862734705	63573.345890477	62318.5413785758	58958.0756920576	59270.1432564211	59634.9729154356	58883.660607751	59017.1949301289	59324.8195276164	58679.2795770995	58990.5676239239	59470.3501885491	60429.2128187768	59809.1494615002	58965.3267503155	58790.3018339529	59411.9785923497	59117.3884923075	58721.6290151816	59928.7457653139	58155.9974311243	58755.2909320818	58476.6146895559	59887.4576451834	60094.2557820733	60031.0250470939	58085.8392198741	51588.6878321329	51716.4982849106	49188.9315208003	49481.1530945005	53573.7957388603	49425.6171985739	50759.3719360325	56193.7587562417	48896.4792887297	52016.366434163	55387.3162919863	52990.7437956555	54628.3381449434	56630.3137689924	54798.0944599054	52878.6539333579	58118.2653872087	59250.1530124596	59878.1686086094	57816.2909731038	54081.8904513468	55672.8375408838	53343.2147025493	52310.7479085147	53617.8236646523	53512.3076997068	54252.3910215637
PR_Cont_2	63073.8516792317	63407.2889589303	63875.081012197	64765.228654679	64045.4454623889	63749.3028929633	63291.4770862647	63382.0406746588	63141.197065435	63718.5090738395	61944.5064846704	65116.6592228369	65412.6566467773	63667.119974333	63364.2878970336	63429.0555638753	63869.0350380414	63826.4478517039	64415.453580833	64882.3816620099	64657.5394308153	64775.9953394293	64733.2000687821	64967.9239437035	64106.380833508	64006.0056264455	64199.4978711929	64213.9145777681	64829.8574349796	63554.6622858125	60106.1784562733	60411.9825366917	60804.822238243	60010.8895989643	60140.9867759316	60471.4109709988	59798.666985682	60123.4985037485	60627.1883878487	61613.3300324286	60971.5767969919	60113.254942042	59925.5758337049	60567.0841480964	60262.5289474112	59850.614651874	61083.071851372	59266.5967903976	59884.8852322364	59601.2204738332	61058.2921918104	61251.7916020893	61205.1575932402	59208.7526932812	52582.3599629382	52790.2584915121	50146.3846393309	50447.9696379041	54640.8034642521	50432.9052319686	51780.5463105456	57388.0038146995	49866.3261761347	53020.787038381	56428.3554051189	54053.0656168572	55639.5297123242	57705.4032635616	55851.9301389073	53868.9484736665	59291.182007804	60427.8373101038	61127.2258783179	58897.3788997966	55093.9468844012	56846.3622042981	54427.9314434284	53331.7652970395	54659.0314920965	54624.4770396577	55342.9450523181
PR_Cont_3	63088.827004882	63426.004606483	63895.2532801534	64765.919483293	64040.6662722445	63767.2077114805	63318.5018495384	63396.3731956386	63161.5795687974	63731.8821491662	61961.6315758876	65107.8298775007	65414.0227256037	63693.8929627769	63382.1780724698	63445.5148500124	63886.2758448638	63832.7363452339	64430.9894832993	64866.1403067643	64631.7902765546	64767.2757134795	64724.4961802992	64945.2158531931	64078.1912783826	63986.4871810994	64176.0778473052	64191.4501467984	64819.0140744627	63539.388691006	60136.5453012962	60457.2237053721	60843.1931878279	60057.7236944468	60190.296818926	60514.0211966359	59845.1352845726	60172.8150529484	60672.0891695768	61667.1216469393	61029.8098925843	60164.8255455031	59975.3022055339	60611.0478970438	60301.6303746107	59894.65919263	61129.9374046738	59315.6481311329	59933.8482075561	59619.7398427346	61106.3193882455	61300.422781342	61257.7766386399	59247.1122090226	52561.5621624128	52818.053700427	50159.0515531026	50434.1480990855	54648.6735958675	50366.4569351147	51751.7990959739	57404.6535649877	49883.9797370499	52993.163434983	56480.3026658668	54112.3272109991	55685.8118358354	57717.2689043668	55904.8991848033	53837.2881277278	59285.1153024594	60379.8843135501	61084.1439611007	58918.7984702741	55164.4030611836	56830.1412458903	54404.7871492415	53335.0147165141	54675.8045657672	54598.4233777567	55342.8833657633
PR_Cont_4	64108.9719955262	64450.5357639869	64921.0843810547	65830.3879360151	65097.7409397082	64808.068306643	64339.3383363687	64424.4080275728	64182.3522181302	64763.2161303255	62970.1614912952	66181.7043856435	66492.4527417364	64718.9885456352	64414.9066301941	64470.5575206289	64919.2317904776	64878.8834234041	65468.3571121203	65933.4506062424	65707.7981570433	65832.4536806962	65786.0139532172	66017.2369168115	65134.247531215	65044.0780099104	65229.5923903691	65249.4468330379	65879.7621166528	64574.3087848343	61139.457863184	61455.2630724922	61861.7309930807	61044.6460069164	61181.7065894304	61517.3920780138	60832.8137362131	61158.8081842776	61677.4612087753	62685.9350884655	62029.8939664061	61149.5030708539	60960.0852815668	61615.3376189632	61299.2905366696	60875.0243385014	62138.5707088995	60292.7844921775	60917.094214889	60627.1677561949	62119.1002634449	62315.6090184495	62261.522063922	60226.6476695229	53508.6036895985	53750.7696024601	50983.0159814118	51300.8990934821	55587.7628545603	51285.1127003341	52639.0521148543	58383.7409302971	50707.0569971297	53981.1203420859	57402.5281926142	55001.479851871	56589.7730571211	58738.8002264926	56869.9999068515	54764.8633548397	60344.1592459578	61459.171141581	62139.9414289386	59904.3337997897	56116.0372403964	57776.3271725353	55386.7695862349	54231.1451296732	55601.3477818033	55575.9145554249	56276.3990144863
PR_Cont_5	64198.5175363117	64544.8882290049	65017.6697709688	65903.5742338173	65166.9896559796	64895.8934952305	64427.9586954713	64526.7227151545	64279.2483160163	64858.0323257312	63072.7952163555	66263.1462610638	66579.5828560106	64808.9693438774	64505.3877566025	64565.2277423075	65010.2075279983	64979.7205154304	65562.6393510344	66003.646938494	65768.8821853102	65892.7786936428	65848.3037376152	66079.1668749927	65198.8370914896	65099.6643901742	65296.7247427969	65314.2736286487	65944.256978927	64637.1064333141	61223.3011565124	61532.5450715597	61937.2150146579	61134.6053654572	61271.3490436843	61597.9528690541	60925.2895048459	61240.082727207	61758.5367882101	62766.6422910454	62119.1739199817	61235.2317128765	61035.0361254038	61695.9306836441	61380.9804234476	60969.5159627493	62224.8168960588	60377.6201522096	61003.9211756418	60712.8834407098	62202.9631274124	62394.0785991692	62335.4556299779	60310.1816853779	53521.447733589	53790.9123484691	51063.8434613402	51387.653489729	55640.8515916605	51377.7543303848	52734.6366680377	58435.2663980836	50815.8139204267	53977.9727455859	57439.9987036371	55056.601371927	56636.7388307672	58704.2376325393	56857.1919548653	54794.8830895381	60331.9055867641	61449.2093102626	62142.1013872139	59921.7685335323	56140.8211629958	57853.5527062686	55437.9290778435	54275.6857664807	55623.8548724806	55597.1579020445	56344.8219100459
PR_Cont_6	63181.7092289955	63511.1665766142	63994.7018383129	64858.5058620405	64143.2328433496	63863.9736537432	63414.4091428697	63499.4084594892	63250.1707913319	63835.2729827188	62073.4267553782	65212.8855109031	65518.0356704394	63777.4032478847	63467.8895669634	63525.7914286828	63959.1087505187	63933.2462778951	64511.6868079326	64949.2730570427	64736.1404422446	64862.8095602451	64838.1665145255	65037.3865487992	64194.4689008654	64107.755477521	64285.6542704267	64288.127043636	64917.8014594612	63640.6522487777	60260.8586805289	60581.1700197236	60967.0735029188	60177.3905749161	60308.6590850851	60638.3170072728	59970.2856029293	60280.9214193229	60789.2296377521	61793.0593740342	61143.4993468728	60266.9822476645	60093.9028019315	60720.9860978741	60426.83390939	60011.2652208208	61246.7214032703	59436.355787822	60041.5155140001	59751.9949550858	61223.7335417542	61428.5937593622	61383.4314001507	59362.4985272127	52735.2462986119	52973.1939414408	50245.1692468545	50553.9216390357	54806.4388642036	50533.8757528638	51882.3743722803	57526.761135008	50000.6752542702	53142.9076725959	56602.5800041137	54176.8008577806	55787.4543090963	57888.6952738526	56027.9277552711	53977.9479029667	59431.0727179158	60554.8561954768	61225.0819674391	59116.3263950612	55287.3854480767	56890.127064234	54607.3929633932	53469.6807619906	54793.0547593377	54814.9591555174	55521.2790109912
nonPR_Cont_1	62501.4835978124	62838.5318427403	63294.7445513949	64157.0598031488	63450.7749604477	63159.8554596057	62714.7249830691	62795.9258478721	62562.2613847498	63129.8173713389	61392.215989719	64499.0648496342	64786.8695921961	63084.9207561064	62765.80100597	62834.1646605567	63266.6247788859	63222.2756028901	63801.9933574958	64246.9184353831	64033.2648663774	64146.4109256687	64113.2637277049	64335.8087641272	63489.8886581169	63403.1661809413	63581.5445674736	63601.0963272977	64209.1085764926	62943.3622137004	59549.9856302999	59864.8569485623	60240.3747077328	59476.8162342141	59599.9322406661	59916.8371068039	59265.8567896445	59574.9897778837	60086.332411921	61050.0898335671	60418.756466316	59571.9357310208	59388.0291340524	60013.7434596827	59713.9367001715	59309.7476726398	60531.1486312692	58740.4142811822	59338.4650292289	59047.7629937963	60501.3241939549	60699.2152230662	60641.9954739407	58673.2163467882	52150.9261494504	52378.8812246564	49751.0583927704	50017.2054359893	54202.788725767	49990.3879284455	51377.4770646065	56843.8974913309	49469.1669510551	52597.1340014094	56005.0533104363	53610.2594702342	55186.9549763644	57221.5210470182	55389.4553049664	53393.9155725814	58757.6360417363	59871.9960279565	60560.8758242845	58422.0588058394	54667.6581434028	56309.1627455713	53969.0291063418	52896.7382066078	54193.0210653124	54176.3898063829	54854.7208674469
nonPR_Cont_2	63364.6837714217	63716.7387308806	64190.6609280627	65049.1111634131	64345.9421521628	64064.9214145361	63609.306485611	63699.1167634428	63454.8790640014	64025.90687371	62261.4815227441	65410.0134842082	65737.0166214263	63974.2490363717	63678.9999549857	63738.7547417336	64176.6271392715	64143.3884356902	64728.1320750639	65199.8751544861	64965.2911779719	65097.1869767452	65056.338896463	65265.9133706349	64407.0701487928	64305.1577436581	64497.0429086276	64503.2354035427	65140.6914271734	63842.2076597153	60454.4849606086	60773.9385225831	61162.2507803354	60371.5286949739	60500.3637166212	60822.4913212465	60142.0551916152	60481.9375003265	60984.7426024492	61976.3672721263	61355.4775431357	60467.0792901511	60270.3737192883	60935.2058834535	60613.9396510612	60195.7880113507	61441.0060065193	59609.1052042423	60248.1937953887	59944.4805381036	61422.9509907365	61613.6167968322	61559.5483853806	59544.348833826	52854.3708783055	53118.5022737606	50409.2651543553	50681.5475344126	54879.7307302357	50663.2653404627	51958.4685071072	57674.3109765865	50102.8445052019	53243.8499324227	56748.9216189514	54330.1142327116	55847.5024777993	58007.054149968	56184.5910866183	54109.0310105742	59587.7622412172	60739.06503416	61387.8719986968	59231.7323912788	55431.5607078578	57105.1342932219	54704.4067952976	53581.8504335171	54899.0593002116	54850.5806723276	55636.7743606307
nonPR_Cont_3	62275.8803047247	62618.8006950506	63068.8425542383	63954.8321752489	63228.5620586521	62951.1227772137	62498.8116274637	62581.7839345939	62348.9754249202	62913.3211211956	61174.3962610244	64276.5923796566	64573.2291227739	62869.4159342137	62551.2194727569	62618.6817132793	63053.9743321772	63005.7010513221	63593.0007532189	64061.1079092792	63857.9332869787	63954.2962424678	63929.5598471112	64155.1431111386	63302.6623796595	63221.6623742339	63396.1383677861	63420.4162458604	64019.2129774814	62770.6398264776	59377.5182255654	59685.1595886097	60070.1571286311	59286.0093892166	59412.0241862153	59732.1257318021	59068.1150520828	59390.2897220046	59892.2744035423	60869.8512554587	60230.5786053916	59379.1459574628	59196.7701757843	59814.8089611724	59522.1101691153	59117.9154525686	60353.2005847053	58551.0784968599	59160.2121058565	58882.7197473022	60314.1257278528	60517.0868775151	60449.1213951255	58496.3053926624	51932.7302640558	52094.9443114034	49545.4977161108	49805.4078144774	53989.9786865272	49742.5035938776	51149.0707129249	56603.3325006901	49243.7812067817	52387.938842343	55758.8837402173	53374.2779093638	55000.6701443166	57000.0567814212	55147.5497280029	53187.1598674782	58513.6045602594	59629.0529174305	60342.5164258769	58181.4154657031	54416.387909751	56099.9542325819	53747.398072514	52651.3625900382	53921.5423259134	53942.9400122676	54633.1573152175
nonPR_Cont_4	62004.9228343076	62343.1050184513	62792.115690018	63665.453783137	62978.1822706989	62671.2272134915	62224.3055609386	62303.8920620242	62077.206502312	62634.8428930902	60909.2755526376	64007.3311861957	64304.5849169867	62592.5384484624	62290.5948064466	62347.4915066657	62770.891071105	62739.9681861345	63308.229133985	63762.030282369	63548.636917058	63662.3353520022	63626.7249307821	63844.8771416288	63002.5178515789	62922.3216397202	63099.7882025349	63107.5324280592	63722.6370624113	62451.3760984358	59132.0959850767	59440.0786727296	59816.2261758839	59049.0489905922	59177.1373142719	59497.0611959351	58843.2092600032	59155.6614965776	59644.5254840458	60611.2477053519	59988.5759212391	59148.1492363069	58957.8452123226	59597.2040717114	59285.6367147414	58879.9520502677	60105.0501634593	58318.0901166499	58905.6364714782	58631.8376718377	60083.070622054	60268.697071699	60222.1122200992	58255.3225805221	51757.3631637463	52009.0573229519	49346.0705478495	49695.5712628049	53801.1006764901	49670.4828243976	50963.4070044482	56481.1157822891	49101.2774837819	52214.0880583474	55522.0802373426	53208.065597136	54717.1477360749	56789.5862407287	54988.373390115	52988.0991897469	58348.2525766497	59406.1598969277	60105.0868247216	57939.3652757561	54302.3066102107	55930.2050270391	53581.2177994476	52467.2475597785	53774.9762893491	53772.5491557056	54454.1097125007
nonPR_Cont_5	62801.0689705208	63136.1120358145	63603.7081587879	64475.4246868607	63756.8153672344	63471.3739841697	63026.0647313611	63111.9609569035	62866.6347561024	63443.4779925476	61687.5303882963	64810.4226299282	65123.5124962427	63396.6824685062	63078.6869624293	63144.7739727563	63572.6509162832	63537.7054509297	64117.7149329203	64571.3636058675	64370.2826066004	64468.0663027856	64452.4466717264	64661.2394631354	63812.537768872	63734.9265607311	63910.7218211402	63924.551521535	64535.7579106766	63273.0125276678	59838.8277096018	60160.9577432065	60535.5501963597	59759.5117792733	59894.0695757883	60211.5599688959	59550.6263136614	59860.1835934561	60380.9305128808	61355.2403062035	60714.1261413911	59848.3808442609	59667.8112159948	60303.7642886513	60003.5031659238	59588.5445300795	60819.007164533	59015.7743154282	59625.5219474136	59335.8810621065	60788.615852187	61005.8541641333	60937.5692770866	58955.9399526365	52434.8424348857	52610.6534134738	49989.7365827819	50242.1639526575	54468.9837003589	50189.2518105875	51550.9756236714	57101.1435380264	49635.3715540237	52832.1231645727	56280.6546293977	53848.6453241153	55480.6754239211	57477.80204521	55631.348376432	53588.5974377812	59030.1339008378	60190.8065765519	60853.1251836304	58707.5505663583	54941.0624489105	56647.030121019	54260.4924525271	53062.928148055	54354.507739722	54457.0076267714	55167.5316252342
nonPR_Cont_6	61473.3239007034	61807.2174276296	62250.8202546936	63129.4480950949	62443.4765860503	62123.9155101045	61678.2777345281	61758.6674259436	61527.2984209039	62089.9534912328	60375.8932768027	63443.9801477949	63728.7519248999	62048.8837901884	61732.4703627362	61804.4319292008	62223.7270574812	62180.0698083903	62751.3998193408	63181.4710800774	62986.6300026921	63083.5763915656	63064.4530645989	63281.0173904627	62453.4342868653	62378.1202675856	62543.4958168481	62560.8842168772	63164.3639178491	61922.8733982552	58595.5674468216	58903.977615903	59275.9859707307	58512.6721978007	58634.4408856434	58952.3431149986	58301.5817576795	58610.819385485	59105.8377771468	60069.0423219275	59436.2552715366	58594.0308511599	58423.2022264403	59036.4786820957	58742.2412532685	58347.006776593	59559.0707911856	57789.872613176	58379.0508545357	58097.2844428456	59520.2235729708	59732.9965621727	59661.7969644942	57728.8384324648	51312.7107099917	51471.4442566634	48923.9333330841	49208.9304352333	53353.6671638414	49155.2604907855	50529.925982524	55902.841466179	48619.8696296181	51730.4687820986	55009.3454592702	52736.0134046422	54337.8485199966	56280.9867270916	54490.3473698841	52524.1106486947	57834.6476009183	58915.8872260785	59573.7927911824	57481.9095965992	53799.3843737302	55416.6308046194	53055.0356067966	52010.6556490683	53293.3371707017	53282.8409668005	53952.3364253711
nonPR_Sim2_1	63286.7351848342	63617.7473055897	64070.6637935867	64988.8982394621	64304.0679305186	63950.4005387852	63499.7000935903	63585.3442858702	63340.7584931034	63919.244394442	62136.7109094964	65324.8209623703	65622.1951566274	63870.8235609181	63565.2072661582	63640.1178212587	64070.9696575062	64024.5037923811	64610.5060975873	65080.6342587947	64869.2653916248	64990.4610648629	64944.7666593148	65174.5928872056	64303.9706180178	64197.6724346002	64392.7135477695	64417.0728108134	65034.2792568967	63738.8174600193	60328.263121438	60635.2471927712	61045.9656202223	60238.3988122411	60370.5423213197	60700.343416358	60032.0242448235	60333.4063934009	60846.6617460656	61848.4971699474	61201.9563448483	60326.376037932	60139.4505741124	60760.2201788584	60483.1420418186	60076.771164557	61317.8023819106	59480.3050290604	60116.5929982401	59819.4473230538	61286.9941491282	61498.9186584924	61434.958666663	59443.5489595149	52717.3775068925	52921.039048073	50224.4837285936	50598.448794261	54836.070895434	50494.3867544207	51818.6891173254	57541.9071523015	49947.2377842533	53150.7064791646	56572.450760339	54231.6002013953	55888.1648944148	57759.5461272141	56006.2839430261	53935.7846137952	59419.682343274	60545.0110166138	61301.4547803768	59052.172194776	55269.395692316	57078.5397690998	54544.8144543007	53439.5271527988	54745.0375341897	54821.8381715218	55440.9857175951
nonPR_Sim2_2	61139.4932107454	61467.0952870695	61920.8633348378	62771.6190766251	62074.5291376437	61786.8880505789	61349.292006794	61429.6264901788	61208.5677453904	61753.5938809789	60057.6965204858	63091.0648555615	63383.0858345657	61714.2277026227	61401.2767260954	61472.0353609945	61899.6698065938	61847.1801874914	62423.7285043401	62842.723575357	62637.8076723695	62753.6562478195	62721.5152613551	62939.3876279253	62119.8138772944	62037.2762025031	62204.5993724355	62222.2161320005	62817.5735520608	61582.5378433972	58299.2167152464	58610.3408502876	58971.5698978884	58222.3715294025	58357.6219600611	58669.3252755941	58021.0480199317	58328.612081545	58821.4525460566	59769.4717873553	59158.2508075543	58315.2261081307	58138.547056582	58762.5661357058	58462.6460315887	58062.5181085472	59261.9295940545	57504.5502698525	58096.3639221634	57814.8058118967	59229.7015011247	59418.5809246861	59367.6842093213	57442.0227311736	51036.2665612355	51198.5774095165	48705.9588755814	48956.2189812163	53024.8817891971	48932.0144017638	50219.4521349124	55703.8820505181	48398.0337006996	51495.6773448758	54806.3173558844	52489.3970026444	54025.496679917	55984.5512986374	54265.243093122	52248.4485420135	57521.9701770003	58568.2664608174	59229.6532145728	57225.123555956	53532.4813476433	55112.2390847555	52820.8324257287	51746.9645284765	53022.0729520338	53044.8805369501	53708.1577886823
