	Zo_IVT_NP_3	Zo_IVT_NP_6	Zo_IVT_NP_10	Zo_IVT_NP_13	Zo_IVT_NP_15	Zo_IVT_NP_18	Zo_IVT_NP_20	Zo_IVT_NP_21	Zo_IVT_NP_23	Zo_IVT_NP_26	Zo_IVT_NP_28	Zo_IVT_PR_1	Zo_IVT_PR_2	Zo_IVT_PR_3	Zo_IVT_PR_5	Zo_IVT_PR_7	SW_IVT_NP_1	SW_IVT_NP_2	SW_IVT_NP_3	SW_IVT_NP_4	SW_IVT_NP_5	SW_IVT_NP_6	SW_IVT_PR_1	SW_IVT_PR_2	SW_IVT_PR_3	SW_IVT_PR_4
ENSBTAG00000017992	9.408438312	8.83484409	8.924041944	10.00322334	7.442612272	8.566552344	8.302626216	9.455374176	9.291263025	9.332562304	8.178910882	11.27225169	6.24494134	8.692446687	8.696322264	5.400281618	9.588663246	7.907792312	9.393550348	9.437090207	8.412085579	9.171929159	8.608375349	7.451436493	8.663647727	7.278745015
ENSBTAG00000017994	5.771590722	5.771590722	8.887951437	5.771590722	5.771590722	5.771590722	5.771590722	5.771590722	5.771590722	5.771590722	5.771590722	5.771590722	7.881169531	5.771590722	5.850983461	5.895888986	6.75196359	5.609687202	5.67313229	6.182621512	6.415531403	5.514318492	5.956222845	5.784419266	6.624103292	5.67313229
ENSBTAG00000017996	10.93142284	6.725324543	6.725324543	6.725324543	6.725324543	6.725324543	6.725324543	6.725324543	6.725324543	8.941895116	6.725324543	6.725324543	6.725324543	6.725324543	6.806453148	6.852340501	6.744139227	7.314583046	8.004009281	7.240773565	7.355484313	5.748581935	7.230620435	7.939457253	6.125826734	6.752954287
ENSBTAG00000017999	9.802605488	7.133005585	8.73442706	8.426806527	8.162780031	7.19629692	5.419404449	7.19629692	5.419404449	5.419404449	10.38406497	5.419404449	7.711988407	5.419404449	5.497453751	5.54159941	7.288759846	6.793684755	7.563239277	7.68854635	7.828031161	6.458547853	7.014905087	6.715355622	7.342924668	6.933806331
ENSBTAG00000018000	10.65429304	6.426773188	6.426773188	10.23457528	6.426773188	6.426773188	6.426773188	6.426773188	10.06867546	6.426773188	6.426773188	6.426773188	6.426773188	6.426773188	6.505210504	6.549575629	7.532007982	6.198204177	7.107130471	8.018636322	7.453983981	6.388602083	7.64414308	7.085455084	7.275729794	7.143019586
ENSBTAG00000018002	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.724974083	5.90475881	6.006447298	5.744783423	5.591154647	5.611247392	6.031715948	5.914120754	5.68856977	5.814286288	5.652295784	5.811268055	5.576369347
ENSBTAG00000018003	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	5.942283381	6.126481416	6.230666125	5.889373486	5.583873164	6.038274216	6.019903004	6.064061334	6.035427587	6.163122854	5.752242352	6.120368801	6.208647656
ENSBTAG00000018004	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.717096983	5.889003798	5.986236439	5.615218749	5.780372048	5.588944161	5.989905216	5.925964111	5.636651243	5.801967615	5.654286927	5.743172713	5.732608845
ENSBTAG00000018007	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.872828439	5.980590678	6.041542346	6.391025074	6.340801474	5.941447301	5.542160903	5.74873311	5.634972142	5.817321722	6.065219657	6.204520743	6.226751724
ENSBTAG00000018010	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.768590514	5.952910438	6.057164088	5.697413348	6.016548266	5.564198725	5.560998982	5.724527508	5.882012461	5.886161601	6.146400068	5.683057556	5.869248762
ENSBTAG00000018012	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.648394578	5.836128162	5.942312622	5.466605051	5.842724458	5.381862378	5.887362015	5.859042821	5.652525741	5.799435266	5.807300761	5.36363563	5.580142876
ENSBTAG00000018013	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.672145609	5.839256343	5.933776261	5.579698763	5.893869305	5.796400048	5.805076666	5.763887968	5.635258002	5.640377291	5.771872764	5.50103802	5.700683951
ENSBTAG00000018015	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	5.730717998	10.0182829	5.730717998	5.730717998	5.730717998	8.386630784	5.853597428	5.335411383	6.264819223	5.975834883	5.956357331	5.681781325	6.592933318	6.115205956	6.71135223	5.838142565	6.425968409
ENSBTAG00000018016	7.024026439	9.839851948	5.69088706	5.69088706	5.69088706	5.69088706	5.69088706	5.69088706	7.706115035	5.69088706	6.636768365	5.69088706	5.69088706	7.253194846	5.769269219	5.813603147	5.79176026	5.801724694	5.863039645	6.29816575	6.409507221	6.747487905	6.039101842	6.817163186	6.202105893	5.838710157
ENSBTAG00000018019	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.78076867	5.978008935	6.089570492	7.012564308	5.38262285	5.685050729	5.60800945	5.462039165	6.011704028	5.579694835	5.961553994	5.741100219	5.702878092
ENSBTAG00000018020	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.697657897	5.851834879	5.939039306	5.532970172	5.861312891	5.656745404	5.790071036	5.80646953	5.690765264	5.793182113	5.71314794	5.688606255	5.735023247
ENSBTAG00000018022	5.75830288	5.75830288	9.333086689	5.75830288	7.562376889	9.682907967	5.75830288	9.557506007	8.247971849	5.75830288	5.75830288	5.75830288	10.35085785	5.75830288	5.83754612	5.882367086	7.477448288	5.749955207	7.070080674	7.486220201	7.281252592	6.971057969	7.068279061	5.415747184	7.78794011	5.939706474
ENSBTAG00000018024	5.666099927	5.666099927	5.666099927	5.666099927	5.666099927	5.666099927	5.666099927	5.666099927	8.903297587	5.666099927	5.666099927	5.666099927	10.60833754	5.666099927	5.744141636	5.788283001	5.96084273	6.083304258	6.215560426	6.26909976	6.172294873	6.828032723	6.551744078	6.945117262	6.097580843	6.08807274
ENSBTAG00000018025	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.63543042	5.715324326	8.372852068	5.628379695	6.077165296	5.071784633	5.897931951	6.046078898	6.073579903	6.002534528	5.573967949	5.26165318	6.153276702
ENSBTAG00000018026	5.646657118	7.572194929	5.646657118	5.646657118	8.661532052	5.646657118	5.646657118	9.094678717	5.646657118	5.646657118	5.646657118	5.646657118	5.646657118	9.26841879	5.724612756	5.768705438	6.398982987	5.831423145	5.924070988	6.373078838	6.329745341	6.387638912	6.379239477	6.150171891	6.413578087	6.0231935
ENSBTAG00000018031	8.115490742	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.756111616	5.851631373	5.905658541	5.654970955	6.728684747	5.597466179	5.893644616	5.640828245	5.847055778	6.111606402	5.152495921	5.83729212	6.938703215
ENSBTAG00000018033	6.594670125	9.291882525	9.118369071	7.340622872	5.267994047	9.289912373	7.943322035	8.612925473	9.133503165	7.308274065	9.490653192	5.267994047	5.267994047	5.267994047	7.60458621	7.523536471	7.471843801	7.628669411	7.350169615	7.183905662	7.002081318	8.014317026	7.051486497	7.739266413	7.562064957	7.378035521
ENSBTAG00000018035	9.647295457	8.951052616	7.190972352	9.433001174	5.310284185	9.44301624	5.310284185	7.600374561	9.273317387	5.310284185	9.120059259	5.310284185	5.310284185	9.396248654	5.388248595	5.432346239	7.121039457	6.94178749	6.587830746	7.843156021	7.911752026	7.359485289	7.060361243	6.953397104	7.412546411	7.04706511
ENSBTAG00000018036	7.522370269	9.542260975	5.368937897	9.977778636	10.18121177	5.368937897	9.883450365	8.390291564	7.655490645	10.25833004	9.596495023	9.772836337	5.368937897	7.979235591	5.446781871	5.490811395	8.173353622	7.954390817	7.885302521	7.947945709	7.884653012	7.704075895	8.059794325	7.672505709	7.787207542	7.537114599
ENSBTAG00000018037	7.414487695	5.945984726	5.945984726	5.945984726	5.945984726	5.945984726	5.945984726	5.945984726	7.414487695	5.945984726	5.945984726	5.945984726	5.945984726	5.945984726	6.024834593	10.42477173	6.4672928	6.935326591	5.827385934	6.634544696	6.825748766	6.372473986	5.660672488	6.204816054	6.348748507	6.308205807
ENSBTAG00000018040	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.758061329	5.9200215	6.011628196	5.802406995	5.870711943	5.688544263	5.758876714	5.565512436	5.792301293	5.851963226	5.831577262	5.886277124	5.967249295
ENSBTAG00000018041	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.65691747	5.850204615	5.959530237	5.14649279	5.932217452	5.492803454	5.435837305	5.792263295	6.014957938	5.888856249	5.366108407	5.848495576	6.00971707
ENSBTAG00000018043	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.742855476	5.82576486	5.872659444	5.626577056	5.786334388	5.688735144	5.926880034	6.112071255	5.73193081	5.640918014	7.259661357	5.458197022	5.789919489
ENSBTAG00000018044	5.724017029	9.379224132	5.724017029	7.070119476	6.905371019	5.724017029	9.412176997	5.724017029	5.724017029	5.724017029	9.069570928	5.724017029	6.905371019	5.724017029	5.803161355	5.847926373	7.180011327	5.709278608	6.025675494	7.298260074	7.308951805	6.425014062	6.892427385	6.223444273	6.979143701	5.58103523
ENSBTAG00000018046	10.14298516	9.280446298	9.273023252	10.14932321	6.582547965	8.143569914	10.2572237	9.273023252	8.682050062	10.51948792	9.436907962	9.049186511	9.553445082	9.624829272	10.64369109	9.190839878	10.21098688	10.27539625	9.521166574	9.681711082	8.95223918	8.873980866	9.229805885	8.194962771	8.774250185	8.959478085
ENSBTAG00000018048	9.008472308	9.395861325	6.817076692	5.860063331	5.860063331	9.460023732	9.313606517	9.937031476	5.860063331	5.860063331	5.860063331	5.860063331	8.799169805	10.0043395	5.939367968	5.984223662	8.058946392	6.256873702	7.048367361	8.689619453	8.484559233	8.052958263	7.703591561	6.070969843	8.238182644	6.675798382
ENSBTAG00000018049	5.531940483	8.152920993	10.34950962	5.531940483	5.531940483	5.531940483	5.531940483	9.061931156	9.496584646	5.531940483	9.009660295	5.531940483	5.531940483	8.609828684	5.610103038	5.654312756	6.397075575	6.814396259	7.052313215	6.628896051	6.899843173	6.93840276	6.320842533	8.013913063	6.626596325	6.771549971
ENSBTAG00000018050	9.565900841	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	5.751219788	7.400173766	5.829654541	5.874018216	5.944533113	6.340808584	5.752086725	6.133753804	5.759000106	6.761423428	6.09818945	7.071587788	5.944533113	6.206771412
ENSBTAG00000018052	8.772150719	5.97461349	5.97461349	5.97461349	10.56988794	9.880162648	5.97461349	9.182001397	5.97461349	5.97461349	10.17154952	5.97461349	5.97461349	5.97461349	6.061452147	6.110569177	6.755650937	9.233722797	8.584745274	4.866258793	5.359571022	5.8761516	7.373202466	7.713678845	6.826068789	9.156322
ENSBTAG00000018053	8.180170949	8.67014511	5.757140239	5.757140239	5.757140239	8.67014511	5.757140239	9.67080181	5.757140239	5.757140239	5.757140239	5.757140239	5.757140239	7.218554309	5.835609474	5.879992654	7.585770178	6.414396842	6.125642524	7.409808722	7.279361045	6.700343702	6.593946218	6.386526795	6.96988695	5.910528684
ENSBTAG00000018054	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.009411506	7.20865137	7.321343925	6.871379913	7.868416331	7.940887909	5.421779835	6.21267303	6.897556681	7.237166641	7.926041678	6.842277348	7.837256213
ENSBTAG00000018057	6.519133416	5.554163329	5.554163329	5.554163329	5.554163329	9.812557963	7.309802061	6.172265848	6.747752046	7.235266775	5.554163329	7.147999967	5.554163329	8.569384773	5.634127315	5.679355944	5.604023765	8.010307207	6.299789397	6.235878101	6.411692126	6.933366179	6.753578429	6.868588142	5.725196803	7.376224015
ENSBTAG00000018059	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.698539601	5.891802611	6.001114583	5.575361606	6.035396128	5.81387258	5.514310605	5.45158192	5.5005955	6.187811509	5.442261863	5.581135026	6.155255224
ENSBTAG00000018060	5.682276587	5.682276587	5.682276587	5.682276587	5.682276587	8.532741676	5.682276587	5.682276587	5.682276587	5.682276587	5.682276587	5.682276587	5.682276587	5.682276587	5.761207824	5.805852318	5.599453802	6.199347694	6.187290127	5.404153259	5.392617187	5.77639758	5.98997535	6.09468878	5.671947436	5.928864023
ENSBTAG00000018061	11.03266375	5.921622973	5.921622973	5.921622973	5.921622973	8.036678832	7.859511469	7.092697501	5.921622973	5.921622973	5.921622973	5.921622973	5.921622973	5.921622973	6.00007863	6.04445413	7.060992524	5.897317493	6.922128457	6.759601483	6.991596865	6.369665569	6.043479138	5.867413443	6.513916932	5.872424776
ENSBTAG00000018062	5.587486944	5.587486944	5.587486944	5.587486944	9.461626231	9.387558986	5.587486944	9.018177529	5.587486944	9.345765718	5.587486944	5.587486944	5.587486944	5.587486944	5.665567907	5.709731474	6.502120041	7.302183561	6.553271598	6.575168388	6.493109209	6.250804778	6.055084802	6.341616726	6.135402679	6.577346874
ENSBTAG00000018063	7.962062654	8.23656652	10.33977313	5.876166208	8.655615335	10.12749311	8.904742008	7.962062654	9.253380757	10.03441059	8.552273897	5.876166208	5.876166208	5.876166208	5.954667676	5.999069086	8.150478489	6.367061108	7.08426984	8.004906293	7.776453241	8.25051603	7.269915716	7.112839704	7.670898881	6.552366697
ENSBTAG00000018064	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	5.842264977	6.036292072	6.14603622	5.658336539	6.524165953	6.018164065	5.673077473	5.831401175	5.783213071	5.734067348	6.013122801	5.638624057	6.199548135
ENSBTAG00000018065	9.212003414	9.182412246	5.577048382	5.577048382	10.21531427	5.577048382	5.577048382	5.577048382	5.577048382	10.31789342	6.744540614	5.577048382	5.577048382	8.717591339	5.655264045	5.6995038	7.145261678	6.040385605	6.748986542	7.015119174	7.143550764	6.926624791	6.885347369	5.805932127	7.836750684	6.578552879
ENSBTAG00000018067	5.731546462	5.731546462	5.731546462	5.731546462	5.731546462	9.217339014	7.569726584	10.31622701	5.731546462	5.731546462	8.933251348	5.731546462	5.731546462	5.731546462	5.809825756	5.854101503	6.669568841	7.022877074	6.940766043	5.830911574	5.751597612	5.784595212	6.441319083	6.67684917	6.270957205	6.458821993
ENSBTAG00000018069	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.708498331	5.896816346	6.003331366	5.739250919	5.779944873	5.991718345	5.558172783	5.506150446	5.64030173	5.932978474	5.981348436	5.435043465	5.665786137
ENSBTAG00000018070	5.601510683	5.601510683	5.601510683	5.601510683	7.897163763	5.601510683	5.601510683	5.601510683	5.601510683	5.601510683	5.601510683	5.601510683	5.601510683	5.601510683	5.680340322	5.72492735	5.926510986	5.552204185	5.814991085	5.618648388	5.2043651	5.615671015	5.928007457	5.897841335	5.779304241	5.770986578
ENSBTAG00000018071	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.656679626	5.833081763	5.932857014	5.804359094	5.903651184	5.658006421	5.491219033	5.594086676	5.591678108	5.677655537	5.916527234	5.620180154	5.534500029
ENSBTAG00000018072	5.682506992	5.682506992	10.08497327	5.682506992	5.682506992	5.682506992	5.682506992	5.682506992	5.682506992	9.441715933	5.682506992	5.682506992	5.682506992	7.42047484	5.761666122	5.806439516	5.791030386	7.479399398	6.261874421	5.362883132	5.46062218	5.8126372	6.680555179	6.315552467	5.781357678	6.893694923
ENSBTAG00000018073	9.918707698	9.868232934	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.572429608	6.683719095	6.746665819	5.255162336	7.756912176	7.460507735	5.598180321	6.736475451	7.445404505	7.556959451	8.630966155	5.282151768	7.761332574
ENSBTAG00000018074	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.699614216	5.777711184	5.821883805	5.957177263	5.584924442	6.145799772	5.927039333	6.032761337	6.004833065	5.768498938	5.688041789	5.871080927	5.551556913
ENSBTAG00000018077	8.842097049	5.657856306	9.45187082	5.657856306	5.657856306	8.917468993	5.657856306	8.764490458	5.657856306	5.657856306	5.657856306	5.657856306	5.657856306	5.657856306	9.700853869	5.78012951	6.630647725	5.910341565	6.368031385	7.156741059	6.664538278	6.828752441	6.55783349	6.230427363	6.517987077	5.935987945
ENSBTAG00000018082	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.46028998	5.660049467	5.773035928	6.110414202	5.722638715	6.069200778	6.024346188	5.804089024	2.220614582	6.128208283	4.241100412	5.984325755	6.025197087
ENSBTAG00000018084	5.883883173	8.650950997	5.883883173	5.883883173	5.883883173	5.883883173	5.883883173	6.860393164	5.883883173	5.883883173	5.883883173	5.883883173	5.883883173	5.883883173	5.964803434	6.010572944	6.006710878	5.330889652	5.625599209	6.294492264	5.790739034	6.442162629	6.366704031	5.827019803	6.693352734	6.641302813
ENSBTAG00000018085	5.943054371	5.943054371	5.943054371	10.57638841	6.578842215	5.943054371	5.943054371	5.943054371	5.943054371	5.943054371	5.943054371	5.943054371	5.943054371	5.943054371	6.025306309	6.071829032	6.566772055	5.357785359	5.715851702	7.067980945	7.014050644	6.46782684	6.019412436	5.123056447	7.023150119	5.105221583
ENSBTAG00000018086	5.58760549	7.920085192	5.58760549	5.58760549	5.58760549	5.58760549	6.191690141	7.04308329	8.453720541	10.11156329	9.70882805	5.58760549	8.06894234	5.58760549	5.665755983	5.709958878	6.286145357	6.606900287	6.845120532	6.40731346	6.334414784	7.09598955	5.95655211	7.147132801	6.320038495	6.320038495
ENSBTAG00000018088	5.681788482	5.681788482	5.681788482	5.681788482	5.681788482	5.681788482	7.73464033	5.681788482	5.681788482	9.359661239	5.681788482	9.00138614	5.681788482	5.681788482	5.760271266	5.804662108	6.091932092	6.439896945	5.722931468	6.496133374	6.531043554	6.401618087	5.971631448	6.026868351	5.437826365	6.637893774
ENSBTAG00000018093	7.866258398	8.466501549	8.002241119	8.530781733	7.95396442	9.313829956	9.785331299	5.134556543	7.806831006	9.1898505	9.987764538	5.134556543	9.627585561	5.134556543	9.766709125	5.858352812	7.329324218	8.426304064	8.036953082	7.547834609	7.743906795	8.211049484	7.922519668	8.005853031	7.599818576	8.055891252
ENSBTAG00000018094	5.761516836	5.761516836	5.761516836	5.761516836	5.761516836	5.761516836	9.701396348	5.761516836	5.761516836	5.761516836	5.761516836	5.761516836	5.761516836	5.761516836	5.840084755	5.884523751	5.89778947	5.880923834	5.901986285	5.702672114	5.499148026	6.466689508	6.107237682	6.466689508	5.476485038	6.300713455
ENSBTAG00000018097	5.3921651	9.052358608	8.756164185	8.240345019	7.59746874	8.812352097	9.030031846	9.151342812	9.640320097	9.763934412	9.623253669	5.3921651	5.3921651	7.891564032	5.470113624	5.514202283	7.281110254	7.922088063	6.856555347	7.761791785	7.455776587	8.05496138	7.574107453	7.230342328	7.5158724	7.75464824
ENSBTAG00000018101	9.48265193	9.125116953	9.032491561	8.494934664	10.00991764	8.929635619	9.961270702	9.863172713	9.440424683	9.051697637	7.059167048	9.072009802	8.080864466	9.692306347	5.172965516	8.613900056	9.153185182	8.077949177	8.196365067	9.750974313	9.070691132	8.793464728	8.913494795	7.805672648	9.159584017	8.261716139
ENSBTAG00000018103	10.53964776	9.840334523	11.77391642	11.872182	11.48913436	10.55470536	12.97904594	10.99716071	10.81163335	11.63802675	11.45525808	11.19032708	12.13674951	11.02812602	11.91080755	13.27321965	12.4197284	10.84310806	11.04920406	12.64544449	11.95406742	11.06336649	10.69869298	10.14725937	11.69116881	10.26817066
ENSBTAG00000018105	5.696730156	9.02492225	5.696730156	5.696730156	5.696730156	8.749737799	5.696730156	7.370946225	5.696730156	7.744204459	5.696730156	5.696730156	5.696730156	7.445176145	5.776366534	5.821409864	5.729858433	7.476879036	5.843639824	6.09586523	6.186202491	5.987030845	6.798724249	6.186202491	5.651233352	7.370515952
ENSBTAG00000018106	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.759851008	5.925494123	6.019183937	5.592679939	5.816455737	5.976172165	5.836351923	5.868335337	5.895260748	5.672120466	5.857514685	5.752261751	5.729540285
ENSBTAG00000018108	5.448535058	5.448535058	9.075480292	5.448535058	10.68032617	9.908921356	8.725912758	8.82998937	8.703125375	5.448535058	5.448535058	9.623537759	9.415026546	5.448535058	5.527218912	5.571723483	6.80129812	9.11010509	7.295378384	6.943507694	6.913162699	7.060931301	7.856354692	6.812739706	6.960664636	8.89089796
ENSBTAG00000018112	5.406985477	9.915355735	9.564558364	8.955087858	7.752161801	9.577685031	5.406985477	9.379249954	9.306885198	9.909617283	8.98090117	5.406985477	5.406985477	9.423930158	5.48498063	5.529095662	7.193873055	7.342866325	7.486959324	7.827410193	7.67606789	7.756466432	6.790583988	7.615319968	6.927549219	7.459233656
ENSBTAG00000018114	5.596694329	9.011466955	5.596694329	5.596694329	5.596694329	5.596694329	5.596694329	5.596694329	6.536285077	7.864135541	6.758890889	5.596694329	5.596694329	5.596694329	8.872437344	5.718594296	6.321312116	6.082685005	6.15109964	6.571694975	6.499383156	6.53531116	6.508099043	6.289862399	6.367005994	6.263406892
ENSBTAG00000018115	9.857062929	10.06569217	7.643226769	9.753369302	11.11052608	5.519465895	9.793667001	9.862975286	8.733231997	10.76066359	8.463460814	5.519465895	10.61411817	10.02109425	5.600659608	6.616295313	9.802938403	7.107407759	8.758491769	10.62973017	10.49508344	8.953569349	8.357486823	7.355356163	9.668262154	7.135733299
ENSBTAG00000018116	5.725400498	5.725400498	5.725400498	5.725400498	5.725400498	5.725400498	5.725400498	8.659619744	9.814509054	5.725400498	5.725400498	5.725400498	5.725400498	5.725400498	5.803448352	5.847593193	5.814446931	6.064082721	6.109280528	6.319212901	6.354053881	5.857538275	6.312216863	5.631127624	6.046633795	6.018000691
ENSBTAG00000018119	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	5.844355849	6.033940643	6.14117217	5.769233642	6.260636723	5.959560039	5.48263174	5.71055647	5.827049212	5.930866642	6.073826243	5.780121831	6.197388619
ENSBTAG00000018122	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.771037444	5.967238495	6.07821226	5.925096669	5.518705716	5.684294651	6.072768729	5.377494265	6.770834787	5.637065494	5.68525326	5.750880993	5.434593726
ENSBTAG00000018123	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.626670976	5.819079398	5.927908005	5.885945797	5.65632402	5.856308596	5.586896503	5.751044584	5.202011455	5.77121272	5.117584514	5.959802432	5.716653696
ENSBTAG00000018125	5.524061733	5.524061733	8.839020942	5.524061733	5.524061733	5.524061733	7.985055098	6.849202571	9.504479048	5.524061733	5.524061733	5.524061733	10.13856823	6.126301994	5.601973617	5.646041551	6.788062225	6.618180244	6.390539295	7.227747113	6.908497611	6.471430013	6.567176001	6.371886935	6.301298482	6.828151957
ENSBTAG00000018126	5.58785586	5.58785586	7.991998848	5.58785586	5.58785586	5.58785586	5.58785586	5.58785586	5.58785586	5.58785586	8.991371196	9.392409727	5.58785586	5.58785586	5.665713421	5.70975063	6.46372735	6.555065858	6.892989399	6.241947512	6.241947512	6.354188021	6.508996176	6.59064686	6.543837409	6.456734327
ENSBTAG00000018127	5.578070479	9.793923131	5.578070479	6.181751765	5.578070479	5.578070479	9.58431332	8.889320125	8.17818073	5.578070479	9.110391566	5.578070479	5.578070479	5.578070479	7.83405471	8.851918651	8.203386234	7.574039619	7.172360548	7.477860361	7.405899355	7.612687229	7.217611823	6.348399333	7.187449984	7.023049327
ENSBTAG00000018130	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.755110502	5.932254894	6.032449975	5.850224508	6.01411407	5.815632975	5.579574737	5.586950002	5.667435723	5.81932939	5.96666086	5.74914385	5.940751324
ENSBTAG00000018131	8.487028973	9.520761081	8.490835264	10.17736276	8.311267058	6.790571486	8.230485611	9.146718014	5.447020913	9.90597511	9.164739823	7.822239447	5.447020913	7.886264574	8.925487088	6.51413873	8.95067499	7.536543701	8.109260788	9.052489346	8.763667113	8.371861809	7.909122129	7.331889525	8.443330763	6.886031601
ENSBTAG00000018133	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.861687008	5.949974076	5.999910343	5.225635824	6.940423589	6.95959658	5.57307717	5.421590082	6.173953216	6.066286358	6.677769547	5.090089688	6.823817207
ENSBTAG00000018134	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.723430245	5.882573408	5.972586768	5.711035944	5.722203954	6.011758991	5.672484484	5.683057901	5.766580585	5.705755008	5.870573138	5.72119405	5.727237551
ENSBTAG00000018138	5.551109958	5.551109958	8.841325294	9.522862188	5.551109958	5.551109958	5.551109958	5.551109958	5.551109958	5.551109958	5.551109958	5.551109958	7.843010824	8.841325294	5.629136004	10.75983275	6.863609176	6.369594079	6.577665039	6.277935776	6.646433261	6.630772864	5.771050171	6.533171526	6.79785128	6.212122451
ENSBTAG00000018143	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	5.733949096	10.48791178	5.81773233	5.865121175	4.565383676	7.069751151	6.137135292	6.280192884	5.770896487	6.056381767	6.601902701	5.998289487	4.394530243	7.033496217
