ligand	receptor	d.ligand	d.receptor	ligand_ensembl	receptor_ensembl
NRG3	ERBB4	neuregulin 3	erb-b2 receptor tyrosine kinase 4	ENSBTAG00000009587	ENSBTAG00000012647
NRG4	EGFR	neuregulin 4	epidermal growth factor receptor	ENSBTAG00000048792	ENSBTAG00000011628
NRG4	ERBB2	neuregulin 4	erb-b2 receptor tyrosine kinase 2	ENSBTAG00000048792	ENSBTAG00000021798
NRG4	ERBB4	neuregulin 4	erb-b2 receptor tyrosine kinase 4	ENSBTAG00000048792	ENSBTAG00000012647
NRTN	GFRA1	neurturin	GDNF family receptor alpha 1	ENSBTAG00000000413	ENSBTAG00000019297
NRTN	GFRA2	neurturin	GDNF family receptor alpha 2	ENSBTAG00000000413	ENSBTAG00000020665
NRTN	GFRA3	neurturin	GDNF family receptor alpha 3	ENSBTAG00000000413	ENSBTAG00000005288
NRTN	RET	neurturin	ret proto-oncogene	ENSBTAG00000000413	ENSBTAG00000000570
NTF3	NGFR	neurotrophin 3	nerve growth factor receptor	ENSBTAG00000010223	ENSBTAG00000020979
NTF3	NTRK1	neurotrophin 3	neurotrophic receptor tyrosine kinase 1	ENSBTAG00000010223	ENSBTAG00000003060
NTF3	NTRK2	neurotrophin 3	neurotrophic receptor tyrosine kinase 2	ENSBTAG00000010223	ENSBTAG00000010647
NTF3	NTRK3	neurotrophin 3	neurotrophic receptor tyrosine kinase 3	ENSBTAG00000010223	ENSBTAG00000047543
NTF4	NGFR	neurotrophin 4	nerve growth factor receptor	ENSBTAG00000047078	ENSBTAG00000020979
NTF4	NTRK1	neurotrophin 4	neurotrophic receptor tyrosine kinase 1	ENSBTAG00000047078	ENSBTAG00000003060
NTF4	NTRK2	neurotrophin 4	neurotrophic receptor tyrosine kinase 2	ENSBTAG00000047078	ENSBTAG00000010647
NTN1	ADORA2B	netrin 1	adenosine A2b receptor	ENSBTAG00000012137	ENSBTAG00000007581
NTN1	DCC	netrin 1	DCC netrin 1 receptor	ENSBTAG00000012137	ENSBTAG00000048378
NTN1	NEO1	netrin 1	neogenin 1	ENSBTAG00000012137	ENSBTAG00000004990
NTN1	UNC5A	netrin 1	unc-5 netrin receptor A	ENSBTAG00000012137	ENSBTAG00000014897
NTN1	UNC5B	netrin 1	unc-5 netrin receptor B	ENSBTAG00000012137	ENSBTAG00000014270
NTN1	UNC5C	netrin 1	unc-5 netrin receptor C	ENSBTAG00000012137	ENSBTAG00000002084
NTN1	UNC5D	netrin 1	unc-5 netrin receptor D	ENSBTAG00000012137	ENSBTAG00000010241
NTN3	CDON	netrin 3	"cell adhesion associated, oncogene regulated"	ENSBTAG00000045625	ENSBTAG00000009315
NTN3	NEO1	netrin 3	neogenin 1	ENSBTAG00000045625	ENSBTAG00000004990
NTN4	DCC	netrin 4	DCC netrin 1 receptor	ENSBTAG00000003183	ENSBTAG00000048378
NTN4	UNC5A	netrin 4	unc-5 netrin receptor A	ENSBTAG00000003183	ENSBTAG00000014897
NTNG1	LRRC4C	netrin G1	leucine rich repeat containing 4C	ENSBTAG00000014530	ENSBTAG00000007324
NTNG2	LRRC4	netrin G2	leucine rich repeat containing 4	ENSBTAG00000007235	ENSBTAG00000010704
NTNG2	LRRC4C	netrin G2	leucine rich repeat containing 4C	ENSBTAG00000007235	ENSBTAG00000007324
NTS	NGFR	neurotensin	nerve growth factor receptor	ENSBTAG00000005305	ENSBTAG00000020979
NTS	NTSR1	neurotensin	neurotensin receptor 1	ENSBTAG00000005305	ENSBTAG00000021727
NTS	NTSR2	neurotensin	neurotensin receptor 2	ENSBTAG00000005305	ENSBTAG00000003691
NTS	SORT1	neurotensin	sortilin 1	ENSBTAG00000005305	ENSBTAG00000008849
NUCB2	ERAP1	nucleobindin 2	endoplasmic reticulum aminopeptidase 1	ENSBTAG00000017468	ENSBTAG00000013557
NXPH2	NRXN1	neurexophilin 2	neurexin 1	ENSBTAG00000018147	ENSBTAG00000046199
NXPH3	NRXN1	neurexophilin 3	neurexin 1	ENSBTAG00000015293	ENSBTAG00000046199
NXPH3	NRXN2	neurexophilin 3	neurexin 2	ENSBTAG00000015293	ENSBTAG00000000244
NXPH3	NRXN3	neurexophilin 3	neurexin 3	ENSBTAG00000015293	ENSBTAG00000025324
OLAH	MOG	oleoyl-ACP hydrolase	myelin oligodendrocyte glycoprotein	ENSBTAG00000057441	ENSBTAG00000017818
OLFM2	ROBO2	olfactomedin 2	roundabout guidance receptor 2	ENSBTAG00000007550	ENSBTAG00000010462
OMG	LINGO1	oligodendrocyte myelin glycoprotein	leucine rich repeat and Ig domain containing 1	ENSBTAG00000025213	ENSBTAG00000023147
OMG	NGFR	oligodendrocyte myelin glycoprotein	nerve growth factor receptor	ENSBTAG00000025213	ENSBTAG00000020979
OMG	RTN4R	oligodendrocyte myelin glycoprotein	reticulon 4 receptor	ENSBTAG00000025213	ENSBTAG00000046677
OMG	TNFRSF1B	oligodendrocyte myelin glycoprotein	TNF receptor superfamily member 1B	ENSBTAG00000025213	ENSBTAG00000024928
ORM1	CCR5	orosomucoid 1	C-C motif chemokine receptor 5	ENSBTAG00000017294	ENSBTAG00000067584
OSM	IL6ST	oncostatin M	interleukin 6 cytokine family signal transducer	ENSBTAG00000016163	ENSBTAG00000017745
OSM	LIFR	oncostatin M	LIF receptor subunit alpha	ENSBTAG00000016163	ENSBTAG00000010423
OSM	OSMR	oncostatin M	oncostatin M receptor	ENSBTAG00000016163	ENSBTAG00000033107
OSTN	NPR3	osteocrin	natriuretic peptide receptor 3	ENSBTAG00000018703	ENSBTAG00000007665
OXT	AVPR1A	oxytocin/neurophysin I prepropeptide	arginine vasopressin receptor 1A	ENSBTAG00000008026	ENSBTAG00000007175
OXT	AVPR1B	oxytocin/neurophysin I prepropeptide	arginine vasopressin receptor 1B	ENSBTAG00000008026	ENSBTAG00000017301
OXT	AVPR2	oxytocin/neurophysin I prepropeptide	arginine vasopressin receptor 2	ENSBTAG00000008026	ENSBTAG00000047138
OXT	OXTR	oxytocin/neurophysin I prepropeptide	oxytocin receptor	ENSBTAG00000008026	ENSBTAG00000071678
P4HB	GPR162	prolyl 4-hydroxylase subunit beta	G protein-coupled receptor 162	ENSBTAG00000006045	ENSBTAG00000034385
P4HB	MTTP	prolyl 4-hydroxylase subunit beta	microsomal triglyceride transfer protein	ENSBTAG00000006045	ENSBTAG00000011944
PAPLN	NECTIN4	"papilin, proteoglycan like sulfated glycoprotein"	nectin cell adhesion molecule 4	ENSBTAG00000011680	ENSBTAG00000017877
PAPLN	SIRPA	"papilin, proteoglycan like sulfated glycoprotein"	signal regulatory protein alpha	ENSBTAG00000011680	ENSBTAG00000007213
PDAP1	PDGFRB	PDGFA associated protein 1	platelet derived growth factor receptor beta	ENSBTAG00000044040	ENSBTAG00000002804
PDCD1LG2	PDCD2	programmed cell death 1 ligand 2	programmed cell death 2	ENSBTAG00000033316	ENSBTAG00000011179
PDGFA	PDGFRA	platelet derived growth factor subunit A	platelet derived growth factor receptor alpha	ENSBTAG00000014541	ENSBTAG00000007173
PDGFA	PDGFRB	platelet derived growth factor subunit A	platelet derived growth factor receptor beta	ENSBTAG00000014541	ENSBTAG00000002804
PDGFB	ART1	platelet derived growth factor subunit B	ADP-ribosyltransferase 1	ENSBTAG00000021697	ENSBTAG00000006345
PDGFB	ITGAV	platelet derived growth factor subunit B	integrin subunit alpha V	ENSBTAG00000021697	ENSBTAG00000019929
PDGFB	LRP1	platelet derived growth factor subunit B	LDL receptor related protein 1	ENSBTAG00000021697	ENSBTAG00000010830
PDGFB	PDGFRA	platelet derived growth factor subunit B	platelet derived growth factor receptor alpha	ENSBTAG00000021697	ENSBTAG00000007173
PDGFB	PDGFRB	platelet derived growth factor subunit B	platelet derived growth factor receptor beta	ENSBTAG00000021697	ENSBTAG00000002804
PDGFB	S1PR1	platelet derived growth factor subunit B	sphingosine-1-phosphate receptor 1	ENSBTAG00000021697	ENSBTAG00000005990
PDGFC	FLT1	platelet derived growth factor C	fms related receptor tyrosine kinase 1	ENSBTAG00000043959	ENSBTAG00000016915
PDGFC	FLT4	platelet derived growth factor C	fms related receptor tyrosine kinase 4	ENSBTAG00000043959	ENSBTAG00000001462
PDGFC	KDR	platelet derived growth factor C	kinase insert domain receptor	ENSBTAG00000043959	ENSBTAG00000000782
PDGFC	PDGFRA	platelet derived growth factor C	platelet derived growth factor receptor alpha	ENSBTAG00000043959	ENSBTAG00000007173
PDGFC	PDGFRB	platelet derived growth factor C	platelet derived growth factor receptor beta	ENSBTAG00000043959	ENSBTAG00000002804
PDGFD	PDGFRA	platelet derived growth factor D	platelet derived growth factor receptor alpha	ENSBTAG00000034827	ENSBTAG00000007173
PDGFD	PDGFRB	platelet derived growth factor D	platelet derived growth factor receptor beta	ENSBTAG00000034827	ENSBTAG00000002804
PDX1	SLC2A2	pancreatic and duodenal homeobox 1	solute carrier family 2 member 2	ENSBTAG00000010690	ENSBTAG00000005386
PDYN	ADRA2A	prodynorphin	adrenoceptor alpha 2A	ENSBTAG00000045520	ENSBTAG00000039292
PDYN	GRM7	prodynorphin	glutamate metabotropic receptor 7	ENSBTAG00000045520	ENSBTAG00000013047
PDYN	MTNR1A	prodynorphin	melatonin receptor 1A	ENSBTAG00000045520	ENSBTAG00000046938
PDYN	OPRD1	prodynorphin	opioid receptor delta 1	ENSBTAG00000045520	ENSBTAG00000003202
PDYN	OPRK1	prodynorphin	opioid receptor kappa 1	ENSBTAG00000045520	ENSBTAG00000000914
PDYN	OPRM1	prodynorphin	opioid receptor mu 1	ENSBTAG00000045520	ENSBTAG00000019719
PENK	ADRA2A	proenkephalin	adrenoceptor alpha 2A	ENSBTAG00000004924	ENSBTAG00000039292
PENK	GRM7	proenkephalin	glutamate metabotropic receptor 7	ENSBTAG00000004924	ENSBTAG00000013047
PENK	MTNR1A	proenkephalin	melatonin receptor 1A	ENSBTAG00000004924	ENSBTAG00000046938
PENK	OGFR	proenkephalin	opioid growth factor receptor	ENSBTAG00000004924	ENSBTAG00000031718
PENK	OPRD1	proenkephalin	opioid receptor delta 1	ENSBTAG00000004924	ENSBTAG00000003202
PENK	OPRK1	proenkephalin	opioid receptor kappa 1	ENSBTAG00000004924	ENSBTAG00000000914
PENK	OPRM1	proenkephalin	opioid receptor mu 1	ENSBTAG00000004924	ENSBTAG00000019719
PGF	FLT1	placental growth factor	fms related receptor tyrosine kinase 1	ENSBTAG00000013688	ENSBTAG00000016915
PGF	NRP1	placental growth factor	neuropilin 1	ENSBTAG00000013688	ENSBTAG00000019866
PGF	NRP2	placental growth factor	neuropilin 2	ENSBTAG00000013688	ENSBTAG00000011971
PI3	PLD2	peptidase inhibitor 3	phospholipase D2	ENSBTAG00000039028	ENSBTAG00000013392
PIGF	FLT1	phosphatidylinositol glycan anchor biosynthesis class F	fms related receptor tyrosine kinase 1	ENSBTAG00000015719	ENSBTAG00000016915
PIP	CD4	prolactin induced protein	CD4 molecule	ENSBTAG00000006655	ENSBTAG00000003255
PIP	NPTN	prolactin induced protein	neuroplastin	ENSBTAG00000006655	ENSBTAG00000008218
PKM	CD44	pyruvate kinase M1/2	CD44 molecule (Indian blood group)	ENSBTAG00000001601	ENSBTAG00000011578
PLAT	ITGAM	"plasminogen activator, tissue type"	integrin subunit alpha M	ENSBTAG00000001244	ENSBTAG00000047238
PLAT	ITGB2	"plasminogen activator, tissue type"	integrin subunit beta 2	ENSBTAG00000001244	ENSBTAG00000017060
PLAT	LRP1	"plasminogen activator, tissue type"	LDL receptor related protein 1	ENSBTAG00000001244	ENSBTAG00000010830
PLAU	IGF2R	"plasminogen activator, urokinase"	insulin like growth factor 2 receptor	ENSBTAG00000005947	ENSBTAG00000002402
PLAU	ITGA3	"plasminogen activator, urokinase"	integrin subunit alpha 3	ENSBTAG00000005947	ENSBTAG00000019498
PLAU	ITGA5	"plasminogen activator, urokinase"	integrin subunit alpha 5	ENSBTAG00000005947	ENSBTAG00000013745
PLAU	ITGAM	"plasminogen activator, urokinase"	integrin subunit alpha M	ENSBTAG00000005947	ENSBTAG00000047238
PLAU	ITGAV	"plasminogen activator, urokinase"	integrin subunit alpha V	ENSBTAG00000005947	ENSBTAG00000019929
PLAU	ITGB1	"plasminogen activator, urokinase"	integrin subunit beta 1	ENSBTAG00000005947	ENSBTAG00000015910
PLAU	ITGB2	"plasminogen activator, urokinase"	integrin subunit beta 2	ENSBTAG00000005947	ENSBTAG00000017060
PLAU	ITGB5	"plasminogen activator, urokinase"	integrin subunit beta 5	ENSBTAG00000005947	ENSBTAG00000013755
PLAU	LRP1	"plasminogen activator, urokinase"	LDL receptor related protein 1	ENSBTAG00000005947	ENSBTAG00000010830
PLAU	LRP2	"plasminogen activator, urokinase"	LDL receptor related protein 2	ENSBTAG00000005947	ENSBTAG00000004555
PLAU	MRC2	"plasminogen activator, urokinase"	mannose receptor C type 2	ENSBTAG00000005947	ENSBTAG00000015739
PLAU	PLAUR	"plasminogen activator, urokinase"	"plasminogen activator, urokinase receptor"	ENSBTAG00000005947	ENSBTAG00000013125
PLAU	ST14	"plasminogen activator, urokinase"	ST14 transmembrane serine protease matriptase	ENSBTAG00000005947	ENSBTAG00000019712
PLAU	VLDLR	"plasminogen activator, urokinase"	very low density lipoprotein receptor	ENSBTAG00000005947	ENSBTAG00000018517
PLG	F2R	plasminogen	coagulation factor II thrombin receptor	ENSBTAG00000001271	ENSBTAG00000020199
PLG	F2RL1	plasminogen	F2R like trypsin receptor 1	ENSBTAG00000001271	ENSBTAG00000034848
PLG	F3	plasminogen	"coagulation factor III, tissue factor"	ENSBTAG00000001271	ENSBTAG00000007101
