	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000010555	5.062470656	4.54717918	5.451260353	5.344134102	5.302258532	4.349133089	4.541557413	4.572875087	4.573849578	5.70304224	5.202715963	5.550454622	5.046413044	5.621263331	5.117390538	5.152449879	5.134033185	6.094044749	6.084286283	5.357384538	5.147161471	5.254896234	4.948115379	5.198032606	5.531520345	5.481657225	4.563166098
ENSBTAG00000010559	5.870233277	5.569361589	5.814093049	6.716656002	5.882957936	5.744560033	5.726821056	5.898760656	6.18348791	5.677590655	6.267700381	5.720931428	5.348569084	6.361686998	6.331605254	5.623211954	5.83356474	5.489287541	6.89953275	6.172776677	6.374690442	5.948142499	5.271195702	5.893462577	5.790808445	5.910264797	5.893462577
ENSBTAG00000010560	4.671322795	4.757108833	4.638312132	4.590417382	4.602411264	4.514663086	4.750226731	4.788565467	4.4918445	4.691823701	4.713529162	4.773556058	4.78880166	4.107524	5.003880622	4.979850426	4.843240764	4.849792413	4.740117276	4.949349054	4.840086634	4.62440946	4.775581713	4.914075366	4.052483062	4.884369137	4.937013725
ENSBTAG00000010562	4.638221287	4.711563376	5.083683865	4.56905185	5.044892713	4.504286319	4.705679578	4.738456974	4.484777751	5.375458982	4.674305284	4.7256248	4.738658906	4.823456941	5.149248415	4.527492339	5.294644309	4.800479539	4.706713656	5.390739026	4.83166129	5.093498646	5.358142289	4.634141884	4.708696341	4.559703858	4.673068854
ENSBTAG00000010563	7.330150106	7.129071031	6.548295852	6.888311517	7.154991838	7.315785757	7.086277074	6.354575515	6.971882712	7.11476171	6.912978128	7.196463371	6.798000912	6.302692304	6.839580462	6.70326683	6.340971343	6.774801998	6.85151184	6.604654793	7.054308253	6.584414568	7.159773681	6.833857187	7.07196258	7.194369067	7.733596131
ENSBTAG00000010564	9.16751965	8.988689009	8.91744847	8.561083933	9.104096103	8.798224557	8.70316424	9.013947396	9.411266762	8.894878449	8.959820481	8.748324547	8.867153862	8.642949685	9.053608432	8.65352944	8.616287167	8.08679032	9.419514653	7.732085776	9.054595428	7.96998581	8.657474222	8.558636142	8.879130911	8.777874307	8.537347928
ENSBTAG00000010565	4.612293031	4.684468475	4.584519756	4.544223865	4.554314828	4.480488552	4.678678269	5.433549504	4.461290305	5.235867099	4.647803043	4.698306225	4.711132999	4.317853473	5.262352426	4.654213694	4.777888318	4.783400499	5.569462145	4.867161736	5.202566002	5.331937552	4.917020131	4.464126379	4.737649108	4.781155019	4.878099742
ENSBTAG00000010566	6.308207947	5.464990928	6.322924433	5.688122109	6.014725243	5.738234705	6.685083942	6.424641879	6.515070213	6.13514507	6.348967761	5.982336067	6.525275807	6.078623958	5.69347735	6.449439288	5.886079958	6.01666385	5.808043754	6.093948277	5.754698323	5.870392069	6.179970099	6.120048841	6.287405748	6.046312508	6.272195552
ENSBTAG00000010568	4.373672681	5.571994402	5.16334446	4.868287573	5.574073356	5.596654831	5.611096288	6.286237453	4.63547459	5.906293629	6.332643909	5.368667597	6.2567804	6.362789179	5.930262638	5.41297475	5.826617	6.536359007	6.274183843	5.247784968	6.014150874	6.05939918	5.635550824	5.153707663	6.132061035	5.119928527	5.962473946
ENSBTAG00000010571	6.941976831	7.185922141	6.739017468	7.34604914	6.43940354	6.84853364	7.051897231	7.195663512	6.966306234	6.984566436	6.970942032	6.463937748	6.648424277	6.658988133	6.622664254	6.620565671	6.344124518	6.698801418	6.121781533	5.991323881	6.740871234	6.329273781	6.596091182	6.890609905	6.731651321	6.303232154	6.983764944
ENSBTAG00000010576	6.288800796	7.041814906	6.72505203	6.606431196	6.881438363	6.934173286	6.894488872	6.532734673	6.78868454	6.823433815	5.985172287	7.142065661	6.64900079	6.608580912	6.150983244	6.661942017	6.209708987	5.971133767	6.346568698	6.475320929	6.164183842	6.496068179	6.439931483	6.759027805	6.239946871	6.585281206	6.542051819
ENSBTAG00000010577	8.285846583	8.334542807	8.00225497	8.243761656	7.507206534	8.824545804	8.559823749	8.340723145	8.156463832	8.048356973	8.7732048	8.159000748	8.069151103	8.685803629	8.617611783	7.809874122	7.717059123	8.141734229	7.808289824	7.257139408	8.463114314	7.734218725	8.306556435	7.810468326	8.354836306	7.992500059	7.688388536
ENSBTAG00000010578	4.722474018	4.797430177	4.693630718	4.65178234	4.662262079	4.852131904	4.791416892	4.824915634	4.565653585	4.740386831	4.75935213	4.811801057	4.82512201	4.803356922	4.821024629	5.072964919	4.87562657	5.392546648	4.785521691	4.96833944	4.737419236	4.653710372	4.44984185	4.796910064	4.803474436	4.931395137	4.901123589
ENSBTAG00000010579	5.023049821	4.633312724	5.117006504	4.940049873	5.545748345	5.626910198	4.627674072	5.362787218	4.660063228	4.579823235	5.680184319	5.120152513	4.659279327	5.785473547	5.290738494	5.224033562	5.542990475	5.887178017	5.851748284	5.314983974	5.270590958	4.777222269	5.306134322	5.517793824	5.51493221	5.110650969	5.17695737
ENSBTAG00000010581	6.291081136	6.629329806	7.292828372	6.523457768	6.822707832	6.735773334	6.364895974	6.634226085	7.080823556	6.400296989	7.039781689	6.077422771	6.445044801	6.625296689	6.491080811	6.003060841	5.485347573	5.547214578	5.729997435	6.276823969	6.46219144	6.287939221	6.206643857	6.423132019	6.272367607	6.287939221	6.010485068
ENSBTAG00000010582	6.48926206	7.23168837	5.804794733	6.063381385	6.057378592	6.662132455	6.187948206	6.128544005	6.841697779	5.739099095	6.344390617	6.421849993	5.602731962	6.034187903	6.363481027	6.519812542	6.463562904	5.402757039	6.023668625	6.548575753	6.556799716	5.805116894	6.137288101	6.621099139	6.288517645	5.729985432	6.458904433
ENSBTAG00000010584	8.047017905	8.142614732	7.992833758	8.215577535	7.699039244	7.74288704	7.671909048	7.30577847	7.885496344	7.637108082	7.619098089	7.408178949	7.509946688	7.123877531	7.10836379	7.267348277	6.889918089	6.426731416	7.369479944	6.676663571	7.029777016	6.899454	7.289460291	7.264834632	7.101449328	7.438520056	7.518956696
ENSBTAG00000010587	4.961575433	5.939180865	5.885112395	5.708203184	6.487771596	6.859677217	7.071238949	7.721804483	6.820900995	5.269419644	7.297376012	6.200148083	7.30728294	7.248918051	6.418889651	6.735258066	6.602092752	7.17026594	7.38129822	6.981786577	6.299192161	6.219301626	6.113655791	6.971354903	6.891047689	6.431435776	6.63944524
ENSBTAG00000010590	5.697739954	6.21083738	6.280125746	5.719687616	6.990512813	5.714249749	5.52282499	5.567441931	5.596879455	5.838904077	5.300307361	5.491917468	5.302349796	5.786101196	5.860913255	6.179860306	5.637514862	5.645285173	6.587374565	5.265815935	5.62939243	5.154497956	5.80403089	5.743597247	6.019257135	5.931312902	6.522880945
ENSBTAG00000010591	4.669312694	4.738699834	4.642612365	4.603873197	4.613574323	4.542600126	5.645453596	4.764143204	4.524143552	4.685894638	5.954093881	5.670288883	4.764334246	5.177943666	4.852353948	4.89181488	5.307770686	4.840253593	5.440011074	5.728699627	4.757926082	5.22439018	4.80047907	5.047066649	4.98971539	5.155990554	4.964810984
ENSBTAG00000010593	7.33644615	7.522367518	7.430120744	7.704628385	7.821666287	7.422797758	7.707200673	7.085009327	8.052115869	7.379660071	7.766560226	6.842614748	7.670679356	7.460930732	7.713257782	7.609587699	6.677548562	7.364658271	7.293756229	6.470002098	7.510107834	7.023235367	7.405004244	6.847345967	7.701566063	7.454280241	6.43337316
ENSBTAG00000010595	6.08206321	6.046778199	6.056905939	6.421649899	5.633305971	6.101793294	6.036313275	6.013685895	5.928556128	5.506950939	6.468174815	6.382946217	6.014031194	5.773419751	5.992895829	6.327023813	5.696474358	6.756102141	5.789147686	6.010849729	6.297485945	5.74531324	6.320338238	6.625660834	6.379487587	6.401529	5.987377713
ENSBTAG00000010597	6.882449538	6.69496083	6.922601544	6.633051665	5.921865922	6.593722669	6.648673762	6.374511342	6.440333711	7.023786688	5.981475394	5.463849103	5.90324646	7.382902691	6.154342763	5.69366644	6.025124274	6.155831682	6.244375692	6.091670764	6.401892072	6.821269482	6.056194744	5.976633972	6.544765468	5.422091504	6.49637374
ENSBTAG00000010598	6.371319306	5.993133484	5.570816728	7.372872066	6.452774257	6.606009893	5.821365665	6.019788197	6.551843952	6.227787257	5.998170457	5.790691528	6.717218087	5.671880959	5.979488332	5.495276143	5.936762225	5.609788182	5.984070707	5.702135042	6.653899998	6.089569784	6.778896285	6.015099302	6.387898207	6.549938006	5.63914108
ENSBTAG00000010599	5.491100018	4.617821741	5.506151242	5.218660687	5.151844246	5.822751937	5.955274311	5.416547379	6.011596886	4.844391716	6.552632489	4.919346125	4.64325953	6.054479146	5.019708322	5.51426616	5.540172555	5.155308962	5.616568039	5.650110115	5.187439112	4.633607955	5.781551264	5.349116268	5.394442282	5.138919979	5.375133788
ENSBTAG00000010601	7.204491299	6.953023858	7.478005642	6.249341375	7.476567979	6.9959716	7.201214584	6.551214393	7.221183405	6.740244458	6.656491601	6.663889377	6.602115351	7.294911397	6.436715222	6.654902959	6.826766527	6.31834765	6.012605489	6.859137089	6.452116667	5.934552392	6.498941675	6.767534492	6.441185603	6.462350849	6.355657767
ENSBTAG00000010602	5.892795194	7.511352014	6.594587026	7.147774291	6.814759051	6.649864322	7.043922262	6.543870921	6.23942762	6.632391924	6.518058869	6.237845191	6.206377182	6.115404339	6.777184143	6.947353956	6.489673663	5.813166406	6.69903635	6.367600367	6.765239971	5.548994038	6.5904397	6.629505315	6.547741079	6.65174425	6.874170852
ENSBTAG00000010604	6.118702682	6.241851537	6.06511809	6.030358867	6.110820777	6.34098384	6.596119362	6.239573802	6.230112328	6.035872001	5.72446369	6.717563676	6.141483353	5.962731629	6.480789618	6.439488768	6.524222287	6.013258856	6.319217443	6.169236469	6.393613481	6.136825098	6.321555187	6.481294769	6.228716196	6.158412313	5.806355583
ENSBTAG00000010605	4.832164479	4.606270204	4.502293865	4.460374175	4.470871772	5.170884406	4.600246672	5.140953466	4.374098652	4.549129653	4.56812727	4.93507203	4.634009226	4.49228836	4.635997662	4.586588989	4.686418945	4.692153249	4.596160521	4.779289803	4.699916196	5.001079032	4.766807836	4.382414179	4.388500583	4.822889465	5.308789692
ENSBTAG00000010606	5.254643682	4.584817065	4.478959715	4.436281667	4.932236023	4.368778538	4.578684563	4.612847439	4.348445355	4.526642798	4.545984097	4.919567163	4.613057906	4.8369863	4.431314012	4.808688826	5.191193831	5.002559177	4.578411719	4.764853947	4.50774328	4.074145021	4.723252819	4.72148683	5.023233773	5.013271059	5.379625614
ENSBTAG00000010609	5.487628287	4.630448321	5.509159797	5.452817501	4.777454347	4.989909206	5.638737876	5.801071011	5.063628446	5.05208441	5.306889651	5.531317937	5.618220666	6.269879522	5.228507326	5.429547772	5.68957011	6.196527965	5.240753943	5.811048448	5.248658953	4.671097326	5.404736307	5.29451415	5.622980914	5.247669239	5.492738081
ENSBTAG00000010610	5.569249079	5.571353357	5.080528554	5.224982715	5.239963019	4.635496362	5.932229211	5.0986546	5.058627392	5.302773954	5.424653805	5.796522503	5.364286038	5.479631436	5.883071145	5.735467828	5.952905172	5.698268239	6.353006074	5.889483998	5.536622357	5.288554786	5.555453979	5.828769874	5.436372893	5.590101536	5.51619359
ENSBTAG00000010611	7.045567459	5.66856057	7.157514331	7.120271196	6.989243836	7.12541222	6.811585335	6.860360452	7.084725226	6.598456354	6.749693833	6.298046503	7.345171869	6.624300482	6.841579456	6.28601913	6.261785734	6.417753372	6.223315977	6.607913249	6.862134963	7.429607686	6.539578633	6.6318975	6.545158325	6.598770624	6.42541686
ENSBTAG00000010612	8.064748377	7.585134006	7.373916084	7.770963366	6.973913651	7.517430347	7.387650695	7.266945471	8.038057812	7.445861806	6.945035249	7.241363364	7.216349066	6.86040744	7.284247452	7.364241505	6.327571871	6.799177378	6.931907827	6.715200327	7.304802092	7.166096042	7.324539691	7.18659081	7.385511268	7.325423014	7.049482882
ENSBTAG00000010613	7.660806293	7.770527536	7.900615384	7.622900133	7.38241129	7.408166857	7.199210365	6.951042208	8.012906878	7.40768907	7.667396612	6.865424185	7.187278193	7.111217167	7.258049958	7.209942022	6.464264166	6.532667091	6.78077833	6.258248938	7.143174111	6.481433687	7.258024614	6.98444563	7.325966669	7.126524407	7.032844158
ENSBTAG00000010617	6.638639135	6.931562897	6.313330724	6.160078023	5.674197805	6.660197557	5.837833279	5.548726694	6.508113186	5.822458389	6.865864856	6.150321873	6.350776466	5.766385902	6.614760869	6.586153139	5.797920825	5.807638027	6.833666288	6.174693389	6.705513003	5.239086284	6.747855997	6.332899859	6.758295392	6.705080835	6.036244005
ENSBTAG00000010619	5.893741733	6.406893537	6.131433065	6.288750165	6.336651881	6.035460949	6.282644329	6.141128722	6.516418461	6.318546594	6.552773317	6.619519242	6.141570042	6.520235555	6.482220451	5.75416238	6.394043411	6.166879701	5.485284212	5.654853357	6.488802422	6.079287421	5.849626011	5.705038212	6.307624262	5.878291321	6.23450343
ENSBTAG00000010620	6.434587268	5.569506017	7.459553946	6.404180851	6.282603695	7.120169381	6.012537367	5.73549194	6.332368805	6.839443266	5.170441714	6.30093931	6.048995937	5.678001978	6.387983019	6.051042132	5.976650541	5.752286302	6.369329615	5.389308799	6.555339357	6.05951866	6.112647298	6.006204455	6.150807854	6.340201709	5.983547331
ENSBTAG00000010622	6.568509796	5.757748442	6.393887866	6.231666911	6.234041556	5.841210937	6.254979682	5.019105926	6.430616075	6.234977217	5.329137211	6.625446765	5.650702189	6.247554847	5.568396556	5.706173873	5.681213928	5.846338806	5.902809961	5.122475416	5.713054734	6.368762327	5.177203397	6.09569183	5.515942128	6.021619515	5.858838355
ENSBTAG00000010623	5.116697514	4.725922402	5.731018776	4.588984824	4.598837838	5.437971767	4.720268732	4.751764131	4.508006876	5.363851549	4.690121558	5.034534814	5.227989368	5.129721235	4.953676025	4.976324611	4.798197172	4.803579373	5.571105326	4.885365482	4.967510972	4.409039213	5.540110902	5.054679941	4.841314057	4.795517378	5.116088271
ENSBTAG00000010624	7.272288515	7.358324853	7.184149445	7.823263775	7.326790253	7.157815552	7.015716276	7.34491455	7.573011588	7.43271458	7.152309855	7.367880169	7.771544112	6.766682968	7.137619763	7.204641455	6.753057629	7.011246404	7.040749707	6.564201795	7.25469425	6.823380039	7.416540318	7.092923684	7.49151118	7.442063553	7.333691131
ENSBTAG00000010626	6.339842966	6.09994699	6.624713222	6.786292602	6.083741671	5.950303859	6.297160149	5.637081246	6.684395683	6.015757974	6.838163316	6.760635455	5.902117196	5.906658833	6.173137489	6.050021821	5.770473167	6.040868331	5.380494325	5.758761578	5.855142119	6.130251956	6.29094142	5.877770639	6.224510155	5.489581542	6.388306495
ENSBTAG00000010627	7.997982421	8.037604781	8.034927576	8.178911145	8.157464755	7.214355011	7.741040292	7.515859551	7.978610609	7.904092259	7.898839138	7.531424891	7.36078044	6.608896848	7.965529574	7.754362184	7.092547019	6.996402165	6.714627333	7.414309535	7.919352193	7.219037749	7.809143395	7.436444699	7.500304321	7.608603377	7.623510305
ENSBTAG00000010630	7.058940717	6.165735425	6.313111155	6.473259585	6.529220488	6.06744772	6.105588476	6.404672731	7.04440631	6.407177971	5.81043767	6.222717652	6.503432801	6.375961693	6.383436031	6.233110182	5.946494012	6.638187255	6.465669831	5.768452754	6.479707356	6.551944211	5.712092448	6.472381893	6.339898395	6.185350102	5.855112145
ENSBTAG00000010632	4.584567166	4.661943442	4.554792598	4.511593057	4.819248098	4.718411329	4.655736005	4.690316324	4.422683455	4.916553295	4.622635965	4.676778316	4.690529363	4.771501373	4.593031769	4.800167515	4.741245297	4.747154675	4.648231191	4.836951597	4.673403158	4.625136061	4.497330222	4.697945864	4.740591247	4.913000321	4.65058743
ENSBTAG00000010634	4.393862687	5.432410023	4.367315669	4.591087942	4.338444361	5.207755124	5.298674253	4.488148686	4.249527096	4.410349418	5.671266744	4.476078191	4.954340444	4.800581757	4.880571876	5.008135476	5.149873277	5.029316107	4.931931771	4.937402421	4.734478414	5.652659054	4.442097884	4.914133355	4.651347558	4.591150993	4.962260122
ENSBTAG00000010635	6.080993842	4.635298112	5.363483935	4.764836325	5.175789568	4.686155958	5.322360034	4.660852171	5.259277465	5.647295734	5.062381696	5.244475392	5.519123729	5.036349873	5.190777579	4.867333939	5.001325564	5.502808382	4.620352892	4.790324069	5.345354787	5.018369674	5.238564181	4.891723556	5.905082168	5.645983186	4.812257286
ENSBTAG00000010637	5.043354455	4.639823327	4.539045767	4.498415715	4.970570647	4.69293253	4.936302046	4.666508603	4.843280586	4.584440676	4.602853841	4.653775829	4.666708971	4.707189011	4.816661497	4.845580441	4.729284519	5.045596691	5.363874435	5.134198801	4.660812764	5.042577758	4.795659907	5.060232831	4.681914209	5.006668572	4.692360868
ENSBTAG00000010639	5.769024775	5.495814002	5.771993231	5.937165866	6.534791731	6.120740729	6.66342501	6.292682806	5.811203292	5.935304798	5.595565453	5.182650216	5.608710491	6.297917319	5.589132931	6.350879476	6.066213241	6.019834566	5.873495054	6.331085711	5.659127445	5.755629146	6.171623628	6.208787242	6.076034837	6.186264955	6.332296418
ENSBTAG00000010641	4.716201848	4.78833394	4.688445255	4.922413378	5.622839623	5.772771689	4.782547213	4.814783848	4.565289821	5.526112275	5.690334342	5.821048725	5.302216939	6.358553927	4.889253999	5.347272705	5.58483317	5.485021547	4.768750816	5.576887001	4.665973825	4.52493	5.123022785	5.215655241	5.453303163	4.801514572	5.336726156
ENSBTAG00000010642	5.30743212	4.382557556	6.097154179	5.68036986	5.640072482	5.24908712	6.031979279	5.180188885	5.354434335	5.635860746	5.740513447	5.973205535	5.731374878	5.56785142	5.430184309	5.794682253	5.949666863	5.63792836	5.34444402	5.976652328	5.571095572	5.766804992	5.424460626	6.210504712	5.18728692	5.491277332	5.326233382
ENSBTAG00000010644	5.815302118	5.77297072	5.082967649	5.079289952	5.561159592	4.059688794	6.11921099	6.078875725	6.110056142	5.498011311	5.971569259	6.241377471	5.045496659	5.454777534	5.506663519	5.697758697	5.159233031	5.869398529	5.287028902	5.343495183	5.044948222	5.890409826	5.890409826	6.055887364	5.226214391	4.953807756	5.267123834
ENSBTAG00000010645	4.33281252	4.403665853	4.584100427	4.535368329	5.275180442	4.628437307	5.603979441	5.139025212	4.184575863	4.34974485	4.367672059	5.023020982	4.429841936	4.620711665	4.973129822	4.676609157	4.504270386	5.3958084	5.572483582	4.591908493	4.345152449	5.870046079	5.053691452	4.672686688	4.680299638	4.943110808	4.592737674
ENSBTAG00000010647	5.382502769	4.725576343	5.794801973	4.579901589	6.161355682	4.78028818	5.221901718	5.87997083	4.493756917	5.404207976	4.687491259	5.919753243	4.753273294	7.611135179	5.019159468	5.086338668	6.181683148	6.340628249	4.712587915	5.411796119	4.995099039	4.678570092	4.940965131	5.296159562	5.676793155	5.045481963	5.111476795
ENSBTAG00000010649	6.62258332	6.021698733	6.641741272	6.348263778	7.124192416	5.984528523	6.607283952	6.680614193	7.059006882	6.452218489	6.536111924	6.694471986	6.540844589	6.907587633	6.71465315	6.949464342	6.880548918	6.862536915	6.844253263	6.905635558	6.693775245	6.234991534	6.748561491	7.11619991	6.693013297	6.544428426	6.497293923
ENSBTAG00000010652	4.678421573	4.749551851	5.421570871	4.61133811	5.453657705	4.548525743	5.679085001	5.256080876	4.529605504	4.695420087	5.414952553	4.763189218	4.775830248	5.809912787	5.075411195	5.26925987	5.735619751	5.815219417	5.366479507	5.243271196	4.481750904	5.248731341	4.90104671	5.080421012	5.411588676	5.115393087	5.249648394
ENSBTAG00000010653	6.221092124	4.933665913	5.624470428	6.261439973	5.966662194	5.786607991	5.053835116	6.032976537	5.596745408	6.621403241	6.10678763	5.972248807	5.647863561	5.177125759	5.848390286	5.54267451	6.078047223	6.128866028	5.882655661	6.055093647	6.174177435	6.244770542	6.054185782	5.634578029	6.248893185	6.248893185	6.234010796
ENSBTAG00000010655	4.547862844	5.788906285	4.521431415	4.483082391	4.492685816	5.054328273	4.611040726	5.105690802	4.404155708	5.389456005	5.161801645	4.629720371	4.930890582	4.85449776	5.272513923	5.189206504	5.390424406	4.70111991	5.294837199	4.780834282	5.084143233	4.495477005	5.02118757	4.899472261	4.459530229	4.77582172	5.305646171
ENSBTAG00000010658	9.284136799	8.542077418	8.876389498	9.126383251	8.640879058	8.773452595	8.644343655	8.10124212	9.248406655	8.730992507	8.362679187	8.970916505	8.073295874	8.258249165	8.564860551	8.619297812	7.13097668	7.77298863	7.763621421	8.12866938	8.532660113	7.331830883	8.38855414	8.409404447	8.829507289	8.700765226	7.60007482
ENSBTAG00000010659	6.563973376	6.66152072	6.665944836	6.795903417	7.079218334	7.112772447	6.659937144	6.267917423	7.139631596	6.940485842	5.950247052	5.760716969	6.371846945	6.434934666	6.136224864	6.115296328	5.698089358	5.965195679	6.512652632	6.1948859	6.10336312	6.603483108	7.185522672	6.290024835	6.194282051	6.202324221	6.158463461
ENSBTAG00000010660	5.113912297	5.615537987	4.976824618	5.111261738	5.670899118	5.694763016	5.089859007	4.501943739	4.249829827	4.900228465	5.914714855	4.489190745	4.994495264	5.341502077	4.172096056	5.320006642	5.053924353	5.059910106	5.603671758	5.286243743	4.261205376	5.106582116	5.373450563	5.00489673	5.257971731	5.252364801	5.863961122
ENSBTAG00000010661	5.529722161	4.657585648	6.455821268	6.293233651	6.162995128	6.269922661	6.537470748	5.89337058	6.38577355	6.575821117	5.404278984	6.229514643	5.775046705	5.79075836	6.900075015	5.957125451	6.640456026	6.370425813	6.168468241	5.659382405	6.91171057	5.694306844	6.024455279	6.280054932	6.130659082	6.133698655	6.196481914
ENSBTAG00000010662	6.429216084	6.853938094	6.743312215	6.093153437	6.595551448	6.81395852	6.72223315	5.720229553	6.841641592	6.598528763	5.788871198	6.104664351	6.647557086	6.245297078	5.835911936	6.21074211	5.622085727	6.046553754	6.064983517	6.202146429	5.443112974	6.603578049	6.701175325	6.280030905	6.426084237	6.16497046	6.176830417
ENSBTAG00000010663	4.796880504	5.50423091	5.647203638	4.726835938	4.737219746	5.921063198	4.865192274	4.898384368	4.641495608	4.814629343	4.833421034	5.19638826	4.898588855	4.638731548	4.844901027	5.551386395	4.950153833	4.95582598	5.492038871	5.042018009	4.85511803	4.40046967	5.460236026	5.100503847	5.079449936	5.329788101	5.410754251
ENSBTAG00000010664	5.724561024	7.233558996	6.249736486	6.611360839	6.685211738	6.60081411	6.294169552	6.285266865	6.341824193	6.224179178	6.851054074	6.557778174	6.39286093	7.047424385	6.123343526	6.572060589	5.871872189	6.403079812	6.539750408	6.896742494	6.087467023	6.697040656	6.23776133	6.697157012	6.177225171	5.995356313	6.641965069
ENSBTAG00000010665	4.623356673	4.693522515	4.872206331	5.374995294	5.388081605	4.495222062	4.687893529	4.719251425	4.476558357	4.640124709	4.65787797	4.706974978	4.719444612	4.811095261	5.420653621	4.669542706	4.782270819	4.787629522	5.840119133	4.869058573	5.364160033	4.871546653	4.81186999	4.83197198	4.377651686	4.792913556	4.95455474
ENSBTAG00000010666	6.257785714	6.377670418	6.033769792	6.517810988	6.633898067	6.387654142	6.002954967	6.476168509	6.705856414	6.512341772	5.795232126	6.757238647	5.688368226	6.032591639	5.766874606	6.099239997	6.191846028	6.241032831	6.051559291	5.8584364	5.886126581	6.493573453	6.464055996	6.321970764	6.02142564	5.918312759	7.423694505
ENSBTAG00000010667	5.873066798	7.166988005	5.234089896	6.480020913	6.23481064	5.801407422	5.329487217	5.85608754	5.109239161	6.158181596	5.298205777	5.655577334	5.362368941	6.199610185	5.207661284	4.939362729	6.305136508	5.397697843	5.304209465	5.482561096	5.462370699	6.395658314	5.366647637	5.265733916	5.355624305	5.41631049	6.182550068
ENSBTAG00000010668	6.421750675	6.840046234	5.962504309	6.253655195	5.743555031	6.348497825	6.261137373	5.11733168	6.636834094	5.9617558	5.79181888	5.101685677	6.488837962	6.391771029	5.239455265	5.778564688	5.894220118	5.376814985	5.958326123	5.736809057	6.505096352	6.573060766	5.602986211	5.522810913	6.304897866	5.672753172	6.399443996
ENSBTAG00000010670	4.750859324	4.822271242	5.004128306	4.683510243	4.693494457	4.62044917	5.295040907	4.848457072	4.601454016	5.691412859	4.785993685	5.134993049	5.149074602	4.721599188	5.212035955	5.023577407	4.918343646	4.923797514	5.626534429	5.006672664	5.164785365	5.201626026	5.114706147	5.398494752	4.894417662	4.632455166	5.762648742
ENSBTAG00000010671	4.113815316	4.643937131	5.429732853	4.606816675	4.923329294	5.737675052	5.666774704	5.346977137	5.930950905	4.956133581	5.991340884	5.902787446	5.443050243	5.803641696	5.230505475	5.758674389	6.307145501	5.592326302	5.883347382	6.482427204	5.270224188	5.823756966	5.71643496	5.257908903	5.803032682	5.288567268	5.65043375
ENSBTAG00000010672	6.393812971	5.707924808	6.378602545	6.40802909	6.12396168	5.957348253	5.65821693	5.111748372	5.694345257	6.266658635	5.913783418	5.606800083	6.338452599	5.49726478	5.589220188	6.117633727	5.130574628	5.724618719	5.723732129	5.714518073	5.346484646	5.721752267	5.625546502	6.024145574	5.270890602	6.091176745	6.098223768
ENSBTAG00000010673	4.565534014	5.602501389	4.539027383	5.303438662	4.510199998	4.439740685	5.090450296	5.749565657	4.421418004	5.160669012	5.431692876	5.831045441	5.250326205	4.860945528	5.296565006	5.274671097	4.713807899	5.315017578	5.091614782	5.508846598	5.379235283	4.737000443	5.47395974	5.402615911	4.737629694	4.594801389	5.544893714
ENSBTAG00000010676	5.233130751	6.202382208	5.632596752	4.386886555	4.999798377	4.309277559	4.253597626	6.005233886	4.749678392	5.717827772	5.904684211	5.743107577	5.423692142	5.490578825	5.240450982	5.664874545	6.103356988	6.04365837	5.524556141	6.045888749	5.261589997	6.622334803	5.787099067	5.620838938	5.133340952	5.248340697	5.580471964
ENSBTAG00000010677	5.493171618	5.747378057	5.620255088	5.842735166	6.466567758	5.629270406	5.644402016	5.472168964	5.217034308	6.168596142	5.847348798	5.39038773	5.88155077	5.813271245	6.130022819	5.136637841	5.526988951	5.534696724	5.800372239	5.580437045	6.158810935	5.827111352	5.501375049	5.470329155	5.341135975	5.596332832	5.522112722
ENSBTAG00000010681	5.344323278	5.666203914	4.499451627	4.893334302	5.204748764	4.811681638	5.658070825	5.754794642	4.78587873	4.542189445	5.316414394	5.193239221	5.463258013	5.1634547	5.032697156	5.08740252	5.436852327	4.663188828	5.157846825	4.742701232	5.11044281	5.536628248	4.983514463	4.851824211	5.70524616	5.048375779	5.15499653
ENSBTAG00000010682	7.585087172	7.088014302	6.931372722	7.853428835	7.734261132	7.635356393	7.296500363	6.405169925	7.667579549	7.238011372	7.197733462	7.223650036	6.720254895	7.51374158	6.634044726	6.848151139	6.609232065	6.910438634	7.657252472	6.628825385	6.637720254	8.075966415	6.714378048	6.609994407	6.825474196	6.903614968	7.293277475
ENSBTAG00000010688	4.937601363	4.720826335	4.621047472	4.58082006	4.590893875	4.517193062	4.71504597	4.747247163	4.498027441	4.665992521	5.683301	5.618485233	4.747445545	5.03557668	5.555154264	4.663040651	4.80807164	5.714702216	4.721456907	5.639686318	5.4557506	5.089240466	5.002242105	4.729778176	4.044767929	5.179400531	4.609304106
ENSBTAG00000010690	4.605281578	4.683446045	4.575203713	4.531564122	4.54249242	4.462540138	4.677175376	4.712107947	4.441748846	4.623961103	4.643738164	5.573662398	4.712323156	4.032340838	5.138503324	5.001519596	4.764861192	4.770830766	4.670899602	4.861542401	5.041099414	4.409594682	4.738101591	5.016364962	4.257171567	4.656800215	5.104345348
