	Zo_NP_1	Zo_NP_3	Zo_NP_4	Zo_NP_5	Zo_NP_6	Zo_NP_8	Zo_NP_9	Zo_NP_10	Zo_NP_11	Zo_NP_12	Zo_NP_13	Zo_NP_14	Zo_NP_15	SW_NP_1	SW_NP_3	SW_NP_5	Zo_PR_1	Zo_PR_2	Zo_PR_3	Zo_PR_4	SW_PR_1	SW_PR_2	SW_PR_3	SW_PR_4	SW_PR_5	SW_PR_6	SW_PR_7
ENSBTAG00000010691	7.044165139	7.235721712	7.144949088	7.532091969	6.944389495	6.912905119	6.580123371	6.538987166	7.58821383	7.040881247	6.234365665	6.690352935	6.576105304	5.788887967	6.782475524	6.907974952	6.360461807	6.50974329	6.779703612	6.43596857	6.866344466	7.030720782	7.253597435	6.694681097	5.716506667	6.85664035	6.895831877
ENSBTAG00000010692	8.529370039	8.992688868	8.970229024	9.12179302	8.915264277	8.067322344	8.842352752	7.843708065	9.093531808	8.391037384	8.577560007	8.243046048	8.291745077	8.200578618	8.206128895	8.287868122	7.609011767	7.372579914	7.739916109	8.090180444	8.170486363	7.703742998	8.053469618	7.930459454	8.318749976	8.423925948	8.250182181
ENSBTAG00000010693	6.612417381	5.539601242	6.21950775	5.799199307	5.650568565	6.180156139	6.264659279	6.050756174	5.839308735	6.271635907	5.640562364	5.364440905	6.127823044	6.388826981	6.599681122	6.414376618	6.354759431	6.252917632	6.811449798	6.095354958	6.415623136	5.912436611	6.213678612	6.39163988	6.152014063	6.099948572	5.447899077
ENSBTAG00000010694	4.943604274	4.253879248	6.140936574	5.409986959	5.427379936	5.615011919	5.161407886	4.748417389	5.815423503	5.695291402	5.470311924	5.460281364	6.168959637	5.975132811	5.37131393	5.142898949	5.227481964	6.322738706	5.665158563	5.981834262	5.519176817	6.183293678	5.181364654	5.325675326	5.683039728	5.831452225	5.423237474
ENSBTAG00000010696	6.382760798	6.006876801	5.502718658	5.984989359	5.226695137	6.385738884	6.404087767	5.865524758	6.43151852	5.78231331	5.74199148	5.708404275	5.471213092	4.588782714	6.204901841	5.901662572	5.531405398	6.126646669	4.965674351	4.920322069	6.149767853	6.274905323	5.463641413	5.876666112	4.688050161	5.75425505	5.613109254
ENSBTAG00000010701	8.659723266	9.029591342	8.766194521	8.906160835	8.157279076	9.292978441	8.840672491	8.676107036	9.398067563	8.472088537	8.710973985	8.929328297	8.566844098	8.474284124	9.061335303	8.67603634	8.064766509	8.258024334	8.321569876	7.620287453	9.027314924	7.336425673	8.744268492	8.74677579	8.89943189	8.626856178	7.742523218
ENSBTAG00000010704	4.773077608	5.339117244	5.878126368	5.43982959	6.239883576	5.586480419	6.442672243	4.881275035	6.038195624	5.922806235	5.381549543	5.502909386	4.583489814	5.780603839	5.552012113	5.306739671	5.597219833	4.93733591	5.832292105	5.935462303	5.348423507	6.342242831	5.263641909	5.335903297	5.237587398	5.270109795	5.778166244
ENSBTAG00000010709	7.288609531	7.884507681	7.777427679	7.385573438	7.729797988	7.365902736	6.646686376	7.103771036	7.745931989	7.119733515	7.255433953	7.112278719	6.761953152	7.002054575	7.373183108	7.197152704	6.122415295	7.534341843	6.906952763	6.266825066	7.681537594	6.145798929	7.496935898	7.549806828	7.464630706	7.522899674	6.390539062
ENSBTAG00000010715	6.96761681	7.558505945	6.862323476	7.599971184	7.414936938	7.065268286	7.457820572	7.141116772	7.136034229	7.248808833	7.052898228	6.984721263	7.189633292	7.174364945	7.107025538	7.361032494	6.341763111	6.940343316	7.012699261	6.603963616	7.098030338	7.301068024	7.008668093	7.301467675	7.302466299	7.120295748	6.823577772
ENSBTAG00000010717	7.313837675	7.446208452	7.790467974	7.808141487	7.311526332	7.017989648	7.283994523	6.272968998	8.125319758	7.530542237	7.342772338	6.747361532	7.603735436	6.724677118	7.12605798	7.234281395	6.404063596	6.763860491	7.013214175	6.410598685	6.978668792	7.170525166	7.046489105	6.91486426	7.168538853	7.020533598	7.673501256
ENSBTAG00000010718	6.162691485	6.906675116	5.500706342	6.553200123	6.596078579	6.704661615	6.359242425	6.853666061	7.383770617	6.173312523	7.359350273	6.909189691	7.144080982	6.701957993	6.324774694	6.530161908	6.878071695	6.572539646	6.484463366	6.013497854	6.904325935	6.666092898	7.170264235	6.723843867	7.18662781	6.619569617	6.313009109
ENSBTAG00000010719	5.220394769	5.12939846	5.619604521	4.77271878	5.081763465	4.768387907	5.339170367	5.171181871	5.313691692	5.427465518	4.801912062	4.991586441	5.554114877	5.556423642	5.12815722	5.46973207	5.801299706	5.535565926	5.586092524	6.070560446	5.655403191	4.980177924	5.913498744	5.284781326	5.36733847	5.502300754	5.605892447
ENSBTAG00000010720	6.470374169	5.890743359	6.604417018	6.702369679	6.656197559	6.691089991	6.929675515	5.805487448	6.382099631	6.620238062	5.818058186	5.918337728	6.266517751	6.287263034	6.638318089	6.458166233	6.150329205	6.340346248	6.154787636	5.870255774	6.284532408	6.575707082	6.224907331	6.280775059	6.209417974	6.052310515	6.274498334
ENSBTAG00000010721	6.366526584	7.60052643	7.243606857	7.323511113	7.540438245	7.282518943	7.305780013	7.337734419	8.076543113	6.997629114	8.021769479	6.864313526	6.811727808	6.944225679	7.62161456	6.917496198	7.662400476	6.888628448	6.800497963	7.304118218	7.704832666	6.470702199	7.473954275	6.907642064	7.785831487	7.723165082	7.645455697
ENSBTAG00000010723	5.934141237	6.11578874	6.02883999	6.497668401	5.962772683	6.495317834	5.995916031	6.134825462	6.374279421	5.900020305	6.167828107	5.687345097	5.895902556	5.604326257	5.852940111	6.223040745	5.387150584	5.974497523	6.071302453	5.318082265	5.936718685	5.537844554	6.057507299	6.09951854	6.080660721	6.021459692	6.04423028
ENSBTAG00000010726	5.813911677	7.229850129	6.25774709	5.594574535	6.247333851	4.884519897	6.192608929	5.756002983	4.637264876	6.655782808	6.477947752	5.735601143	5.50850048	5.404482314	6.22409197	6.772022157	6.161568433	6.674385602	6.574446776	5.738804096	5.894717441	5.347979656	6.138978991	6.335633526	6.317852111	6.484261281	6.378135242
ENSBTAG00000010727	6.033353737	5.623246589	6.85268809	6.109683997	6.334867444	5.803328591	5.573593584	5.506307231	6.242041638	6.124490915	6.570506428	6.552728013	5.991537819	6.47550156	5.660741873	5.91719936	5.595819384	4.85789206	6.062762959	5.219296734	5.66870627	6.000729101	5.052566263	5.431334449	6.58455656	5.723340804	5.858887344
ENSBTAG00000010729	6.068984137	6.123340405	6.625769262	6.423903907	6.335333591	5.74697483	6.647042785	6.50709057	6.579762016	6.479700199	5.511454473	5.394090303	6.260923387	6.03976802	6.231218384	5.97568258	6.271803393	6.25695227	6.216105383	6.193276484	5.882238779	6.562247467	6.747645408	6.131054242	6.189016922	6.089532813	5.926291928
ENSBTAG00000010731	5.564834665	6.011312929	5.284676104	5.561178893	6.146079501	6.282998017	5.148757343	5.635172057	5.890964666	5.677772307	5.668693859	5.664238121	5.95094027	5.125619757	6.186298708	5.604533136	6.19481097	5.043285699	5.131056154	5.732070683	6.164013512	5.570061147	5.582538983	5.448379589	5.907614262	5.992182387	4.878767642
ENSBTAG00000010732	5.240949101	5.639818027	5.277068881	5.341560153	5.996741016	4.59846153	5.631529868	4.573109948	5.397322804	4.777255322	4.79781973	5.342695939	5.87325532	4.503678424	5.404240039	5.440829206	5.426666142	5.511462944	4.548987782	5.616164127	5.506902611	4.895665466	5.930655606	5.605767571	5.456997282	5.525151199	5.030379894
ENSBTAG00000010734	6.481716206	6.392312076	6.839560134	6.749646171	6.934542077	7.151922598	6.207760053	6.460455282	6.805381029	6.748913002	6.833353751	6.812683479	6.205728489	6.072041796	6.355947275	6.38352941	6.130161832	6.174512111	6.34554681	5.476445746	6.624609604	6.280750363	6.829503326	6.487276797	6.265227189	6.656595431	5.9449106
ENSBTAG00000010735	5.707971052	6.371248581	6.254409312	6.581508072	5.944820892	5.369473234	6.481091408	6.11519203	6.71926703	6.315015719	6.236828561	5.676346784	6.346059804	6.550619186	6.150053821	5.728232209	5.973185602	6.349119265	6.943244962	5.445933294	6.203551858	6.421526069	5.838632374	6.235268593	6.702046061	5.838632374	6.019637101
ENSBTAG00000010736	5.356418562	5.012834032	5.401146656	5.337678738	5.22541988	6.152673993	4.308685646	5.272781455	5.529882774	5.471958607	5.543663179	5.625912959	5.450796399	5.734260969	5.007017929	5.155185685	5.289741114	6.019296659	6.072054781	5.115381846	5.291655285	5.660904565	5.49664713	5.509367467	6.229448719	5.763401659	4.905589295
ENSBTAG00000010737	6.672348181	7.549497351	7.724290788	7.361127152	7.69744058	6.833484991	7.274034692	7.698331376	8.141671824	7.008267118	8.2770227	7.439764442	6.929902085	6.679218008	6.963746226	6.808512105	6.850548589	5.949559104	6.956184191	6.473779974	7.160053465	7.144994776	7.396786289	7.246909873	7.491604291	7.379603019	7.467307984
ENSBTAG00000010738	4.768163493	5.468268	4.739876982	4.698836444	4.709113883	4.633923336	4.835775496	4.86862758	4.614370315	4.785730517	5.292168118	4.855766166	4.868829972	4.552370958	5.163482609	5.172901246	4.931584566	5.438526039	4.843219067	5.022507711	4.984180493	5.003457858	4.961237243	4.908990177	5.077440444	5.104972091	5.330085861
ENSBTAG00000010739	7.28713756	7.924021854	6.847144245	7.066225336	6.207076156	7.787004689	7.551664929	7.304242842	7.449045048	7.604259918	7.195565375	7.975866636	7.075420099	7.125767473	7.133040735	6.893544905	6.452883399	6.156271866	7.041941504	6.358832676	7.243518999	7.116204595	7.201329672	7.097510119	7.612416359	6.814894287	6.81686545
ENSBTAG00000010740	6.826416773	7.242218422	7.598642823	7.709189533	7.147703405	6.965307579	7.225190284	6.11780484	7.123371029	6.721009242	6.96603364	6.468009337	6.980217014	6.800131637	6.689679189	6.328980398	6.632435045	6.246001114	7.105268038	5.768838838	6.831087703	7.054174015	6.814338769	6.488211968	6.685733818	6.327923917	7.179841046
ENSBTAG00000010741	5.285233913	4.87266268	5.444055538	4.435754173	5.212095599	5.030682303	5.280027267	5.551688481	4.353555411	5.379703489	5.53032719	4.588471352	5.93307441	5.72910177	5.594794727	5.926692597	5.947548155	5.723642626	5.986624452	6.035831809	5.121975126	4.734082671	5.259177672	5.858516973	5.337757935	5.133548383	5.667535329
ENSBTAG00000010742	5.622735436	4.940109304	5.893637675	4.95478767	4.968074401	5.320773068	5.447004631	5.157456204	4.406680357	4.578041409	5.321642112	5.382006918	5.291252852	4.434662645	5.105734509	5.668415863	4.71913997	5.03864944	5.925822182	5.5675685	5.336308145	5.413739345	5.210937671	5.878618719	4.398452915	5.296969178	5.518453876
ENSBTAG00000010743	6.597184728	5.919698512	6.02730126	6.333424505	5.499421451	5.433787256	6.135524977	5.617174462	5.930681468	6.068238708	5.682918435	6.070532146	6.34337212	5.864358319	5.574593815	5.775317219	5.818663168	6.084430524	6.083288751	5.280849305	5.733473977	5.792547301	6.616273989	5.479882226	5.770278109	6.353190442	5.703170832
ENSBTAG00000010745	5.095498534	5.275552097	5.160197688	5.8643981	5.332523011	4.390381718	4.580588478	5.205277918	4.779801659	4.53343073	5.135999375	5.689500735	5.532360329	5.434717614	5.519663573	5.275050446	4.958981601	5.671427849	5.549183789	4.749254007	5.618394331	4.623535724	5.117822124	5.46831186	5.093346912	4.70209648	5.392086741
ENSBTAG00000010752	4.754342253	5.406882295	4.443000246	4.672863214	5.304734913	4.340855741	5.010294977	4.865227983	4.322005672	5.082534825	4.795197839	4.554723096	4.567317245	4.892947227	5.429704538	4.699005776	5.220562823	4.613420094	4.522819213	4.695662247	5.042719856	4.416818572	4.886504765	5.020623073	4.710442376	4.345392274	4.723607171
ENSBTAG00000010756	5.419795033	4.983914466	5.333711608	4.810369758	5.492971743	5.353298417	5.574058983	6.125846567	5.288073867	5.526928003	5.866135411	5.145868973	5.542912958	5.361311899	6.08927278	5.624415521	5.93884484	4.769574543	5.901634798	5.627472207	5.823898312	5.072822597	5.727887631	5.39528587	5.756231091	5.622110965	5.574522638
ENSBTAG00000010758	5.400712329	4.699405672	4.601621243	5.502464535	5.147959008	4.499842731	5.622173227	4.725298386	4.481060203	4.645667906	5.359963264	4.71294378	4.725492803	4.785607659	5.164544133	5.002821176	4.758279727	5.245245025	4.673396296	4.845620019	4.982458422	4.513690588	4.193139427	5.360244025	4.756141721	5.115729262	4.810702405
ENSBTAG00000010760	6.920888047	6.556159266	6.545889556	6.320942514	7.104397577	6.018729686	6.389027536	6.645222179	6.926687929	6.92255755	6.15785455	6.594451269	6.303695649	6.379281906	6.870072657	6.598297928	6.773740553	6.575857127	6.487152742	7.141401999	6.882923889	6.846927189	6.593068494	6.803194959	6.176668744	6.420663486	6.745821432
ENSBTAG00000010763	6.704679363	7.366371432	7.293875007	7.327317392	7.425337332	7.465565849	7.156645944	6.52701397	7.470771891	7.385349854	6.955295542	6.922749026	6.974643307	7.324137117	7.076175798	6.565378695	6.518070277	5.959302721	6.863003755	6.735140827	7.106960599	6.711747175	6.587858284	6.509537709	6.985792706	6.834199038	7.353332854
ENSBTAG00000010765	6.89366409	6.267238912	6.689641794	5.992720573	6.114705031	6.706940917	6.061230815	6.360115677	6.628347025	5.923862374	7.130422471	5.748748716	6.390789175	6.482840306	6.33216856	6.564384888	5.686717309	6.151940074	6.362582412	5.838342205	6.078106209	5.314943057	6.58349533	6.511825194	6.329364856	6.202540698	6.369588088
ENSBTAG00000010766	5.797807584	6.185641353	6.217571371	6.422487006	5.619562388	5.104073018	6.388078234	6.172887352	5.453857633	5.937250252	5.656091075	6.546989619	5.9411035	5.748713995	5.955817245	6.083340859	5.88161647	5.325472858	5.819378043	6.093383272	5.944117819	6.824414449	5.316412645	6.371671651	5.29975207	5.610454222	5.930531834
ENSBTAG00000010769	5.670416376	5.764165288	4.970670448	5.929135219	4.937157733	5.761653714	5.407805841	5.110928815	4.833945955	5.020622386	5.830682338	5.781569023	5.79757704	4.672902501	4.918530297	5.851463363	5.162671278	5.510736879	6.040931544	5.261721163	4.761083147	4.699368021	6.01031929	5.636328358	4.68467234	5.266141037	5.875796005
ENSBTAG00000010772	4.630417076	4.701430591	4.603090914	5.453045836	4.573372245	4.753255043	4.990737273	5.525196207	4.481845294	5.500499103	5.26513839	5.777114617	5.02641073	4.603028887	4.932216051	5.570635198	5.398370765	5.750673323	4.699179441	4.872381099	4.82776546	4.975194818	4.68756414	5.353950166	4.912643755	4.863933829	6.058152322
ENSBTAG00000010773	5.687729909	6.409232034	5.789340155	6.616920791	5.336649125	5.54299452	5.243129569	6.454563539	6.617669189	6.290138391	6.394863289	5.859299065	5.916659452	6.295248108	6.116178591	5.946746136	6.169781276	6.713078963	5.417626594	5.934849507	6.210027559	5.401185349	6.145569405	6.145569405	6.208476351	5.622616924	6.153525881
ENSBTAG00000010774	6.625469415	7.423155981	7.082293477	7.007535731	6.576651436	7.218770063	6.705159005	7.28597795	6.964774182	6.832082762	7.503533211	6.903586767	7.04237208	7.06468695	7.041845458	7.064686303	7.272204434	6.75537702	7.02227503	6.893138366	7.081888287	7.303625709	6.862197608	7.4789764	6.675605035	7.102755791	6.607009865
ENSBTAG00000010775	6.243295467	7.066920472	6.53913566	5.881299418	7.160002064	6.774811162	6.27817015	6.200898631	6.954788044	6.774888273	6.877740552	6.369006128	6.316047191	6.313662471	6.912069947	6.780554001	6.308836158	6.669716091	6.430232647	6.623361794	6.723547084	6.375806453	6.485254023	6.575575673	6.453288356	6.743927238	6.432398849
ENSBTAG00000010777	6.524132423	7.440801644	6.861665985	7.184929547	7.205713827	7.200894633	7.08341929	6.642980961	7.612659589	6.502357892	7.616637318	6.266317576	6.693320522	6.624945126	6.120688796	6.565439982	6.646318063	6.368876131	6.740669585	6.234545776	7.052224588	6.16097383	7.39988218	7.047947465	7.310303792	7.321952105	7.10187457
ENSBTAG00000010778	5.512243156	5.752646349	5.472182093	6.131818897	5.916044132	5.279220628	6.10565362	6.201948885	6.171651681	5.81539893	6.013945186	6.009037578	5.206988411	5.777154251	5.691649944	5.589053595	5.236645492	5.405541724	6.038007254	5.652995641	5.617314001	5.635634711	5.692471101	5.575907237	6.2271261	5.575907237	5.773176836
ENSBTAG00000010784	5.771421406	6.340935999	5.79818299	6.635245662	5.833970807	6.311444848	6.61223655	6.249393061	6.770855154	6.132844448	6.152053471	6.246698518	6.719504126	6.711672669	6.44345895	6.465599458	6.400913837	6.357631282	5.939554074	5.871508871	6.081821961	5.738544005	6.313340233	5.96017408	6.574553954	6.287741993	5.872696728
ENSBTAG00000010785	6.896354212	6.128632949	6.951503456	6.143954874	6.492723201	6.637602982	7.465688547	7.108746551	6.161183091	6.923366848	6.084177501	6.765046526	6.990922529	6.594938647	7.262401094	7.554973742	7.569832116	7.943541461	7.589005394	6.536807825	7.072016468	6.339193231	7.4077927	6.989923162	7.840922484	8.344362217	6.665488646
ENSBTAG00000010786	5.430129713	5.071861799	5.830886056	6.105429555	5.948322182	6.072763731	6.349108363	6.60484353	5.872415166	5.315340671	6.247501013	5.938551243	5.542050974	6.446171535	6.348516805	6.65917195	6.045284867	6.20598254	6.925219846	6.876860635	6.04578121	4.975930237	5.912885019	5.834099409	6.325928027	6.192687244	6.359496229
ENSBTAG00000010787	6.410847765	6.728011013	6.566777961	6.439114003	6.201734565	6.908321458	7.282450609	6.578730345	6.127170463	6.358230353	6.567532212	7.133162529	6.498911755	6.23299188	6.47593219	6.703615708	6.371266431	6.60359613	7.016439703	6.049404605	6.936926328	6.052549745	6.979446994	6.853741213	6.987119115	6.914226577	6.504421185
ENSBTAG00000010788	5.053677644	5.857439312	5.669091693	4.823959336	5.640881425	5.474244528	5.669750888	5.643922441	5.666410323	5.655978731	6.198587956	6.158419628	6.099705439	5.728634797	5.573725849	5.641872185	5.899057278	5.869552706	6.1644769	5.266538075	5.698384606	5.708511378	5.823546791	5.244630358	5.575122084	5.93169125	5.897746783
ENSBTAG00000010789	5.721831766	6.38036868	6.406719547	5.894081359	5.722620165	5.771315742	6.617446877	6.269341115	5.727558564	6.085641774	5.881341276	6.187235885	5.557437787	5.761067058	5.818336383	6.005448258	5.801699406	5.811415698	6.272520272	5.47515671	6.124409589	6.225293829	6.063710914	6.268908451	5.967347786	5.822815855	5.900811849
ENSBTAG00000010790	9.089935435	8.964207722	9.192390789	9.626460053	8.920329762	9.06583537	9.289252292	9.095779141	9.61000728	8.3609259	9.081543975	8.887787087	8.955460423	9.2231897	9.179632285	9.273657999	8.542270627	8.661153706	8.49308845	8.220636018	8.937064919	8.049250731	8.817491602	8.700991951	9.665106783	8.996963693	8.41119475
ENSBTAG00000010791	5.196978077	4.78854024	4.686537283	4.645413193	4.655711555	4.580367933	4.78263103	4.815549995	4.560775106	4.732484168	4.751121227	5.432419515	4.815752799	5.271124655	5.001101623	5.335168639	5.200974065	5.394818068	5.529150716	5.62354058	4.59291831	4.929147655	5.017624982	5.380003052	4.912495355	5.020227716	5.189882371
ENSBTAG00000010792	8.09162662	7.72648921	7.793505807	7.353860031	7.929426946	7.952366048	8.061928938	8.02106457	8.400580023	7.917907574	8.421605161	7.847855984	7.804489621	7.709995297	7.750792561	7.692117346	7.556750108	7.930363389	7.459704632	7.303998288	7.8325008	7.576563536	7.647294329	7.876136716	7.617305613	8.009380251	7.633724793
