"Seed","Gene","Accuracy"
22,"ENSBTAG00000009476-ENSBTAG00000013745",0.625
22,"ENSBTAG00000014583-ENSBTAG00000026813",0.625
22,"ENSBTAG00000014583-ENSBTAG00000004337",0.625
22,"ENSBTAG00000021807-ENSBTAG00000016247",0.625
22,"ENSBTAG00000012817-ENSBTAG00000005397",0.625
22,"ENSBTAG00000005077-ENSBTAG00000015127",0.625
22,"ENSBTAG00000021048-ENSBTAG00000017489",0.625
22,"ENSBTAG00000017753-ENSBTAG00000020979",0.625
22,"ENSBTAG00000008300-ENSBTAG00000011578",0.625
22,"ENSBTAG00000008300-ENSBTAG00000008165",0.625
22,"ENSBTAG00000008300-ENSBTAG00000017489",0.625
22,"ENSBTAG00000018103-ENSBTAG00000006240",0.625
22,"ENSBTAG00000003176-ENSBTAG00000017060",0.625
22,"ENSBTAG00000046421-ENSBTAG00000006240",0.625
22,"ENSBTAG00000017745-ENSBTAG00000016933",0.625
22,"ENSBTAG00000002006-ENSBTAG00000017866",0.625
22,"ENSBTAG00000014556-ENSBTAG00000026676",0.625
22,"ENSBTAG00000000283-ENSBTAG00000012771",0.625
22,"ENSBTAG00000020194-ENSBTAG00000015457",0.625
22,"ENSBTAG00000017312-ENSBTAG00000017136",0.625
22,"ENSBTAG00000017753-ENSBTAG00000004334",0.625
22,"ENSBTAG00000032436-ENSBTAG00000018035",0.625
22,"ENSBTAG00000025644-ENSBTAG00000020667",0.625
22,"ENSBTAG00000001764-ENSBTAG00000026676",0.625
22,"ENSBTAG00000007446-ENSBTAG00000008733",0.625
22,"ENSBTAG00000007737-ENSBTAG00000006240",0.625
22,"ENSBTAG00000021697-ENSBTAG00000007173",0.625
22,"ENSBTAG00000011851-ENSBTAG00000018572",0.625
22,"ENSBTAG00000018255-ENSBTAG00000015127",0.625
22,"ENSBTAG00000006295-ENSBTAG00000019903",0.625
22,"ENSBTAG00000006295-ENSBTAG00000017489",0.625
22,"ENSBTAG00000013718-ENSBTAG00000005072",0.625
22,"ENSBTAG00000008300-ENSBTAG00000018993",0.625
22,"ENSBTAG00000013898-ENSBTAG00000016159",0.625
22,"ENSBTAG00000005947-ENSBTAG00000015910",0.625
22,"ENSBTAG00000023652-ENSBTAG00000001694",0.625
22,"ENSBTAG00000011757-ENSBTAG00000004334",0.625
22,"ENSBTAG00000020221-ENSBTAG00000005092",0.625
22,"ENSBTAG00000002006-ENSBTAG00000014269",0.625
22,"ENSBTAG00000007773-ENSBTAG00000018993",0.625
22,"ENSBTAG00000020661-ENSBTAG00000017851",0.625
22,"ENSBTAG00000021048-ENSBTAG00000019903",0.625
22,"ENSBTAG00000025644-ENSBTAG00000019021",0.625
22,"ENSBTAG00000019964-ENSBTAG00000003166",0.625
22,"ENSBTAG00000011104-ENSBTAG00000017425",0.625
22,"ENSBTAG00000017246-ENSBTAG00000019832",0.625
22,"ENSBTAG00000009476-ENSBTAG00000011971",0.625
22,"ENSBTAG00000011104-ENSBTAG00000020979",0.625
22,"ENSBTAG00000021316-ENSBTAG00000015910",0.625
22,"ENSBTAG00000005850-ENSBTAG00000022799",0.625
22,"ENSBTAG00000025775-ENSBTAG00000019903",0.625
22,"ENSBTAG00000025775-ENSBTAG00000017489",0.625
22,"ENSBTAG00000039355-ENSBTAG00000011578",0.625
22,"ENSBTAG00000005108-ENSBTAG00000010462",0.625
22,"ENSBTAG00000020194-ENSBTAG00000010543",0.625
22,"ENSBTAG00000003837-ENSBTAG00000011761",0.625
22,"ENSBTAG00000007737-ENSBTAG00000018035",0.625
22,"ENSBTAG00000031998-ENSBTAG00000015708",0.625
22,"ENSBTAG00000006354-ENSBTAG00000017060",0.625
22,"ENSBTAG00000019665-ENSBTAG00000005273",0.625
22,"ENSBTAG00000008026-ENSBTAG00000047138",0.625
22,"ENSBTAG00000000016-ENSBTAG00000015312",0.625
17,"ENSBTAG00000015991-ENSBTAG00000024015",0.7188
17,"ENSBTAG00000021105-ENSBTAG00000005273",0.7188
17,"ENSBTAG00000001725-ENSBTAG00000001338",0.7188
17,"ENSBTAG00000020342-ENSBTAG00000035084",0.7188
17,"ENSBTAG00000014113-ENSBTAG00000001338",0.7188
17,"ENSBTAG00000020645-ENSBTAG00000020199",0.7188
17,"ENSBTAG00000004129-ENSBTAG00000001338",0.7188
17,"ENSBTAG00000001941-ENSBTAG00000011409",0.7188
17,"ENSBTAG00000001321-ENSBTAG00000005273",0.7188
17,"ENSBTAG00000025257-ENSBTAG00000001338",0.7188
